bookmaker,league,market,subject,label,line,odds,impl_prb
Unibet,NBA,Top Point Scorer,Maxi Kleber,Maxi Kleber,0.5,101.0,0.0099
BetRivers,NBA,Top Point Scorer,Klay Thompson,Klay Thompson,0.5,17.0,0.0588
SugarHouse,NBA,Top Point Scorer,Klay Thompson,Klay Thompson,0.5,17.0,0.0588
Fanatics,NBA,Top Point Scorer,Klay Thompson,Klay Thompson,0.5,14.0,0.0714
Unibet,NBA,Top Point Scorer,Klay Thompson,Klay Thompson,0.5,17.0,0.0588
FanDuel,NBA,Top Point Scorer,Klay Thompson,Klay Thompson,0.5,16.0,0.0625
BetRivers,NBA,Top Point Scorer,Jarrett Allen,Jarrett Allen,0.5,31.0,0.0323
SugarHouse,NBA,Top Point Scorer,Jarrett Allen,Jarrett Allen,0.5,31.0,0.0323
Fanatics,NBA,Top Point Scorer,Jarrett Allen,Jarrett Allen,0.5,26.0,0.0385
Unibet,NBA,Top Point Scorer,Jarrett Allen,Jarrett Allen,0.5,31.0,0.0323
FanDuel,NBA,Top Point Scorer,Jarrett Allen,Jarrett Allen,0.5,32.0,0.0312
BetRivers,NBA,Top Point Scorer,Darius Garland,Darius Garland,0.5,6.0,0.1667
SugarHouse,NBA,Top Point Scorer,Darius Garland,Darius Garland,0.5,6.0,0.1667
Fanatics,NBA,Top Point Scorer,Darius Garland,Darius Garland,0.5,5.75,0.1739
Unibet,NBA,Top Point Scorer,Darius Garland,Darius Garland,0.5,6.0,0.1667
FanDuel,NBA,Top Point Scorer,Darius Garland,Darius Garland,0.5,6.0,0.1667
BetRivers,NBA,Top Point Scorer,Donovan Mitchell,Donovan Mitchell,0.5,3.0,0.3333
SugarHouse,NBA,Top Point Scorer,Donovan Mitchell,Donovan Mitchell,0.5,3.0,0.3333
Fanatics,NBA,Top Point Scorer,Donovan Mitchell,Donovan Mitchell,0.5,3.2,0.3125
Unibet,NBA,Top Point Scorer,Donovan Mitchell,Donovan Mitchell,0.5,3.0,0.3333
FanDuel,NBA,Top Point Scorer,Donovan Mitchell,Donovan Mitchell,0.5,3.3,0.303
BetRivers,NBA,Top Point Scorer,Evan Mobley,Evan Mobley,0.5,9.0,0.1111
SugarHouse,NBA,Top Point Scorer,Evan Mobley,Evan Mobley,0.5,9.0,0.1111
Fanatics,NBA,Top Point Scorer,Evan Mobley,Evan Mobley,0.5,9.5,0.1053
Unibet,NBA,Top Point Scorer,Evan Mobley,Evan Mobley,0.5,9.0,0.1111
FanDuel,NBA,Top Point Scorer,Evan Mobley,Evan Mobley,0.5,9.5,0.1053
Fanatics,NBA,Top Point Scorer,P.J. Washington,P.J. Washington,0.5,26.0,0.0385
FanDuel,NBA,Top Point Scorer,Keon Ellis,Keon Ellis,0.5,101.0,0.0099
BetRivers,NBA,Top Point Scorer,Keon Ellis,Keon Ellis,0.5,81.0,0.0123
Unibet,NBA,Top Point Scorer,Keon Ellis,Keon Ellis,0.5,81.0,0.0123
SugarHouse,NBA,Top Point Scorer,Keon Ellis,Keon Ellis,0.5,81.0,0.0123
BetRivers,NBA,Top Point Scorer,DeMar DeRozan,DeMar DeRozan,0.5,9.0,0.1111
Unibet,NBA,Top Point Scorer,DeMar DeRozan,DeMar DeRozan,0.5,9.0,0.1111
SugarHouse,NBA,Top Point Scorer,DeMar DeRozan,DeMar DeRozan,0.5,9.0,0.1111
FanDuel,NBA,Top Point Scorer,DeMar DeRozan,DeMar DeRozan,0.5,8.5,0.1176
BetRivers,NBA,Top Point Scorer,De'Aaron Fox,De'Aaron Fox,0.5,3.0,0.3333
Unibet,NBA,Top Point Scorer,De'Aaron Fox,De'Aaron Fox,0.5,3.0,0.3333
SugarHouse,NBA,Top Point Scorer,De'Aaron Fox,De'Aaron Fox,0.5,3.0,0.3333
FanDuel,NBA,Top Point Scorer,De'Aaron Fox,De'Aaron Fox,0.5,3.0,0.3333
BetRivers,NBA,Top Point Scorer,Malik Monk,Malik Monk,0.5,11.0,0.0909
Unibet,NBA,Top Point Scorer,Malik Monk,Malik Monk,0.5,11.0,0.0909
SugarHouse,NBA,Top Point Scorer,Malik Monk,Malik Monk,0.5,11.0,0.0909
FanDuel,NBA,Top Point Scorer,Malik Monk,Malik Monk,0.5,11.0,0.0909
BetRivers,NBA,Top Point Scorer,Domantas Sabonis,Domantas Sabonis,0.5,7.0,0.1429
Unibet,NBA,Top Point Scorer,Domantas Sabonis,Domantas Sabonis,0.5,7.0,0.1429
SugarHouse,NBA,Top Point Scorer,Domantas Sabonis,Domantas Sabonis,0.5,7.0,0.1429
FanDuel,NBA,Top Point Scorer,Domantas Sabonis,Domantas Sabonis,0.5,8.5,0.1176
BetRivers,NBA,Top Point Scorer,Desmond Bane,Desmond Bane,0.5,6.0,0.1667
Unibet,NBA,Top Point Scorer,Desmond Bane,Desmond Bane,0.5,6.0,0.1667
SugarHouse,NBA,Top Point Scorer,Desmond Bane,Desmond Bane,0.5,6.0,0.1667
FanDuel,NBA,Top Point Scorer,Desmond Bane,Desmond Bane,0.5,6.5,0.1538
BetRivers,NBA,Top Point Scorer,Zach Edey,Zach Edey,0.5,81.0,0.0123
Unibet,NBA,Top Point Scorer,Zach Edey,Zach Edey,0.5,81.0,0.0123
SugarHouse,NBA,Top Point Scorer,Zach Edey,Zach Edey,0.5,81.0,0.0123
FanDuel,NBA,Top Point Scorer,Zach Edey,Zach Edey,0.5,86.0,0.0116
BetRivers,NBA,Top Point Scorer,Jaren Jackson Jr.,Jaren Jackson Jr.,0.5,3.0,0.3333
Unibet,NBA,Top Point Scorer,Jaren Jackson Jr.,Jaren Jackson Jr.,0.5,3.0,0.3333
SugarHouse,NBA,Top Point Scorer,Jaren Jackson Jr.,Jaren Jackson Jr.,0.5,3.0,0.3333
FanDuel,NBA,Top Point Scorer,Jaren Jackson Jr.,Jaren Jackson Jr.,0.5,3.2,0.3125
BetRivers,NBA,Top Point Scorer,Scotty Pippen Jr.,Scotty Pippen Jr.,0.5,81.0,0.0123
Unibet,NBA,Top Point Scorer,Scotty Pippen Jr.,Scotty Pippen Jr.,0.5,81.0,0.0123
SugarHouse,NBA,Top Point Scorer,Scotty Pippen Jr.,Scotty Pippen Jr.,0.5,81.0,0.0123
FanDuel,NBA,Top Point Scorer,Scotty Pippen Jr.,Scotty Pippen Jr.,0.5,91.0,0.011
BetRivers,NBA,Top Point Scorer,Jaylen Wells,Jaylen Wells,0.5,81.0,0.0123
Unibet,NBA,Top Point Scorer,Jaylen Wells,Jaylen Wells,0.5,81.0,0.0123
SugarHouse,NBA,Top Point Scorer,Jaylen Wells,Jaylen Wells,0.5,81.0,0.0123
FanDuel,NBA,Top Point Scorer,Jaylen Wells,Jaylen Wells,0.5,66.0,0.0152
FanDuel,NCAAB,Points,John Tonje,Over,15.5,1.8,0.5556
FanDuel,NCAAB,Points,John Tonje,Under,15.5,1.95,0.5128
FanDuel,NCAAB,Points,Payton Sandfort,Over,15.5,1.87,0.5348
FanDuel,NCAAB,Points,Payton Sandfort,Under,15.5,1.87,0.5348
FanDuel,NCAAB,Points,John Blackwell,Over,13.5,2.0,0.5
FanDuel,NCAAB,Points,John Blackwell,Under,13.5,1.77,0.565
FanDuel,NCAAB,Points,Josh Dix,Over,12.5,1.91,0.5236
FanDuel,NCAAB,Points,Josh Dix,Under,12.5,1.83,0.5464
FanDuel,NCAAB,Points,Max Klesmit,Over,11.5,1.91,0.5236
FanDuel,NCAAB,Points,Max Klesmit,Under,11.5,1.83,0.5464
ESPNBet,NCAAB,Points,Ryan Conwell,Over,18.5,2.25,0.4444
Pick6,NCAAB,Points,Ryan Conwell,Over,17.5,1.74,0.5747
DraftKings,NCAAB,Points,Ryan Conwell,Over,17.5,2.0,0.5
Dabble,NCAAB,Points,Ryan Conwell,Over,16.5,1.83,0.5464
Sleeper,NCAAB,Points,Ryan Conwell,Over,16.5,1.71,0.5848
PrizePicks,NCAAB,Points,Ryan Conwell,Over,16.5,1.85,0.5405
Underdog,NCAAB,Points,Ryan Conwell,Over,16.5,1.82,0.5495
Caesars,NCAAB,Points,Ryan Conwell,Over,16.5,1.8,0.5556
FanDuel,NCAAB,Points,Ryan Conwell,Over,16.5,1.83,0.5464
Unibet,NCAAB,Points,Ryan Conwell,Over,16.5,1.86,0.5376
BetRivers,NCAAB,Points,Ryan Conwell,Over,16.5,1.86,0.5376
HardRock,NCAAB,Points,Ryan Conwell,Over,16.5,1.83,0.5464
BetMGM,NCAAB,Points,Ryan Conwell,Over,16.5,1.83,0.5464
BetOnline,NCAAB,Points,Ryan Conwell,Over,16.5,1.86,0.5376
ESPNBet,NCAAB,Points,Ryan Conwell,Under,18.5,1.56,0.641
Pick6,NCAAB,Points,Ryan Conwell,Under,17.5,1.74,0.5747
Dabble,NCAAB,Points,Ryan Conwell,Under,16.5,1.83,0.5464
Sleeper,NCAAB,Points,Ryan Conwell,Under,16.5,1.83,0.5464
PrizePicks,NCAAB,Points,Ryan Conwell,Under,16.5,1.85,0.5405
Underdog,NCAAB,Points,Ryan Conwell,Under,16.5,1.82,0.5495
Caesars,NCAAB,Points,Ryan Conwell,Under,16.5,1.85,0.5405
FanDuel,NCAAB,Points,Ryan Conwell,Under,16.5,1.91,0.5236
Unibet,NCAAB,Points,Ryan Conwell,Under,16.5,1.84,0.5435
BetMGM,NCAAB,Points,Ryan Conwell,Under,16.5,1.91,0.5236
HardRock,NCAAB,Points,Ryan Conwell,Under,16.5,1.91,0.5236
BetOnline,NCAAB,Points,Ryan Conwell,Under,16.5,1.9,0.5263
FanDuel,NCAAB,Points,Jayden Epps,Over,16.5,1.95,0.5128
PointsBet,NCAAB,Points,Jayden Epps,Over,16.5,1.91,0.5236
FanDuel,NCAAB,Points,Jayden Epps,Under,16.5,1.8,0.5556
PointsBet,NCAAB,Points,Jayden Epps,Under,16.5,1.83,0.5464
FanDuel,NCAAB,Points,Thomas Sorber,Over,14.5,1.95,0.5128
FanDuel,NCAAB,Points,Thomas Sorber,Under,14.5,1.8,0.5556
ESPNBet,NCAAB,Points,Dayvion McKnight,Over,13.5,2.15,0.4651
Sleeper,NCAAB,Points,Dayvion McKnight,Over,12.5,1.88,0.5319
Pick6,NCAAB,Points,Dayvion McKnight,Over,12.5,1.74,0.5747
PrizePicks,NCAAB,Points,Dayvion McKnight,Over,12.5,1.85,0.5405
Underdog,NCAAB,Points,Dayvion McKnight,Over,12.5,1.82,0.5495
Caesars,NCAAB,Points,Dayvion McKnight,Over,12.5,1.88,0.5319
FanDuel,NCAAB,Points,Dayvion McKnight,Over,12.5,1.91,0.5236
DraftKings,NCAAB,Points,Dayvion McKnight,Over,12.5,1.91,0.5236
Unibet,NCAAB,Points,Dayvion McKnight,Over,12.5,1.95,0.5128
BetRivers,NCAAB,Points,Dayvion McKnight,Over,12.5,1.95,0.5128
PointsBet,NCAAB,Points,Dayvion McKnight,Over,12.5,1.87,0.5348
BetMGM,NCAAB,Points,Dayvion McKnight,Over,12.5,1.95,0.5128
HardRock,NCAAB,Points,Dayvion McKnight,Over,12.5,1.95,0.5128
BetOnline,NCAAB,Points,Dayvion McKnight,Over,12.5,1.95,0.5128
Dabble,NCAAB,Points,Dayvion McKnight,Over,12.0,1.83,0.5464
ESPNBet,NCAAB,Points,Dayvion McKnight,Under,13.5,1.61,0.6211
Sleeper,NCAAB,Points,Dayvion McKnight,Under,12.5,1.66,0.6024
Pick6,NCAAB,Points,Dayvion McKnight,Under,12.5,1.74,0.5747
PrizePicks,NCAAB,Points,Dayvion McKnight,Under,12.5,1.85,0.5405
Underdog,NCAAB,Points,Dayvion McKnight,Under,12.5,1.82,0.5495
Caesars,NCAAB,Points,Dayvion McKnight,Under,12.5,1.78,0.5618
FanDuel,NCAAB,Points,Dayvion McKnight,Under,12.5,1.83,0.5464
Unibet,NCAAB,Points,Dayvion McKnight,Under,12.5,1.76,0.5682
PointsBet,NCAAB,Points,Dayvion McKnight,Under,12.5,1.87,0.5348
BetMGM,NCAAB,Points,Dayvion McKnight,Under,12.5,1.78,0.5618
HardRock,NCAAB,Points,Dayvion McKnight,Under,12.5,1.77,0.565
BetOnline,NCAAB,Points,Dayvion McKnight,Under,12.5,1.81,0.5525
Dabble,NCAAB,Points,Dayvion McKnight,Under,12.0,1.83,0.5464
FanDuel,NCAAB,Points,Malik Mack,Over,12.5,1.95,0.5128
FanDuel,NCAAB,Points,Malik Mack,Under,12.5,1.8,0.5556
FanDuel,NCAAB,Points,Micah Peavy,Over,12.5,1.87,0.5348
FanDuel,NCAAB,Points,Micah Peavy,Under,12.5,1.87,0.5348
Sleeper,NCAAB,Points,Marcus Foster,Over,10.5,1.77,0.565
Pick6,NCAAB,Points,Marcus Foster,Over,10.5,1.74,0.5747
PrizePicks,NCAAB,Points,Marcus Foster,Over,10.5,1.85,0.5405
FanDuel,NCAAB,Points,Marcus Foster,Over,10.5,1.91,0.5236
DraftKings,NCAAB,Points,Marcus Foster,Over,10.5,1.87,0.5348
BetRivers,NCAAB,Points,Marcus Foster,Over,10.5,1.9,0.5263
Unibet,NCAAB,Points,Marcus Foster,Over,10.5,1.9,0.5263
Dabble,NCAAB,Points,Marcus Foster,Over,10.0,1.83,0.5464
BetMGM,NCAAB,Points,Marcus Foster,Over,9.5,1.8,0.5556
Caesars,NCAAB,Points,Marcus Foster,Over,9.5,1.75,0.5714
HardRock,NCAAB,Points,Marcus Foster,Over,9.5,1.8,0.5556
BetOnline,NCAAB,Points,Marcus Foster,Over,9.5,1.81,0.5525
Sleeper,NCAAB,Points,Marcus Foster,Under,10.5,1.74,0.5747
Pick6,NCAAB,Points,Marcus Foster,Under,10.5,1.74,0.5747
PrizePicks,NCAAB,Points,Marcus Foster,Under,10.5,1.85,0.5405
FanDuel,NCAAB,Points,Marcus Foster,Under,10.5,1.83,0.5464
Unibet,NCAAB,Points,Marcus Foster,Under,10.5,1.8,0.5556
Dabble,NCAAB,Points,Marcus Foster,Under,10.0,1.83,0.5464
BetMGM,NCAAB,Points,Marcus Foster,Under,9.5,1.95,0.5128
Caesars,NCAAB,Points,Marcus Foster,Under,9.5,1.91,0.5236
HardRock,NCAAB,Points,Marcus Foster,Under,9.5,1.95,0.5128
BetOnline,NCAAB,Points,Marcus Foster,Under,9.5,1.95,0.5128
Pick6,NCAAB,Points,Jerome Hunter,Over,9.5,1.74,0.5747
Dabble,NCAAB,Points,Jerome Hunter,Over,9.5,1.83,0.5464
PrizePicks,NCAAB,Points,Jerome Hunter,Over,9.5,1.85,0.5405
Sleeper,NCAAB,Points,Jerome Hunter,Over,9.5,1.82,0.5495
Underdog,NCAAB,Points,Jerome Hunter,Over,9.5,1.82,0.5495
Caesars,NCAAB,Points,Jerome Hunter,Over,9.5,1.88,0.5319
DraftKings,NCAAB,Points,Jerome Hunter,Over,9.5,1.8,0.5556
HardRock,NCAAB,Points,Jerome Hunter,Over,9.5,1.95,0.5128
BetOnline,NCAAB,Points,Jerome Hunter,Over,9.5,1.93,0.5181
Pick6,NCAAB,Points,Jerome Hunter,Under,9.5,1.74,0.5747
Dabble,NCAAB,Points,Jerome Hunter,Under,9.5,1.83,0.5464
PrizePicks,NCAAB,Points,Jerome Hunter,Under,9.5,1.85,0.5405
Sleeper,NCAAB,Points,Jerome Hunter,Under,9.5,1.72,0.5814
Underdog,NCAAB,Points,Jerome Hunter,Under,9.5,1.82,0.5495
Caesars,NCAAB,Points,Jerome Hunter,Under,9.5,1.78,0.5618
HardRock,NCAAB,Points,Jerome Hunter,Under,9.5,1.8,0.5556
BetOnline,NCAAB,Points,Jerome Hunter,Under,9.5,1.83,0.5464
Sleeper,NCAAB,Points,Dailyn Swain,Over,9.5,1.76,0.5682
Pick6,NCAAB,Points,Dailyn Swain,Over,9.5,1.74,0.5747
Dabble,NCAAB,Points,Dailyn Swain,Over,9.5,1.83,0.5464
Underdog,NCAAB,Points,Dailyn Swain,Over,9.5,1.82,0.5495
PrizePicks,NCAAB,Points,Dailyn Swain,Over,9.5,1.85,0.5405
Caesars,NCAAB,Points,Dailyn Swain,Over,9.5,1.85,0.5405
DraftKings,NCAAB,Points,Dailyn Swain,Over,9.5,1.87,0.5348
HardRock,NCAAB,Points,Dailyn Swain,Over,9.5,1.87,0.5348
BetMGM,NCAAB,Points,Dailyn Swain,Over,9.5,1.87,0.5348
BetOnline,NCAAB,Points,Dailyn Swain,Over,9.5,1.89,0.5291
Sleeper,NCAAB,Points,Dailyn Swain,Under,9.5,1.77,0.565
Pick6,NCAAB,Points,Dailyn Swain,Under,9.5,1.74,0.5747
Dabble,NCAAB,Points,Dailyn Swain,Under,9.5,1.83,0.5464
Underdog,NCAAB,Points,Dailyn Swain,Under,9.5,1.82,0.5495
PrizePicks,NCAAB,Points,Dailyn Swain,Under,9.5,1.85,0.5405
Caesars,NCAAB,Points,Dailyn Swain,Under,9.5,1.8,0.5556
HardRock,NCAAB,Points,Dailyn Swain,Under,9.5,1.87,0.5348
BetMGM,NCAAB,Points,Dailyn Swain,Under,9.5,1.87,0.5348
BetOnline,NCAAB,Points,Dailyn Swain,Under,9.5,1.87,0.5348
ESPNBet,NCAAB,Points,Kam Jones,Over,24.5,2.15,0.4651
Pick6,NCAAB,Points,Kam Jones,Over,23.5,1.74,0.5747
DraftKings,NCAAB,Points,Kam Jones,Over,23.5,2.05,0.4878
Underdog,NCAAB,Points,Kam Jones,Over,22.5,1.82,0.5495
PrizePicks,NCAAB,Points,Kam Jones,Over,22.5,1.85,0.5405
Dabble,NCAAB,Points,Kam Jones,Over,22.5,1.83,0.5464
Caesars,NCAAB,Points,Kam Jones,Over,22.5,1.85,0.5405
Fliff,NCAAB,Points,Kam Jones,Over,22.5,1.83,0.5464
BetMGM,NCAAB,Points,Kam Jones,Over,22.5,1.9,0.5263
FanDuel,NCAAB,Points,Kam Jones,Over,22.5,1.87,0.5348
PointsBet,NCAAB,Points,Kam Jones,Over,22.5,1.87,0.5348
BetOnline,NCAAB,Points,Kam Jones,Over,22.5,1.88,0.5319
Sleeper,NCAAB,Points,Kam Jones,Over,21.5,1.7,0.5882
ESPNBet,NCAAB,Points,Kam Jones,Under,24.5,1.61,0.6211
Pick6,NCAAB,Points,Kam Jones,Under,23.5,1.74,0.5747
Underdog,NCAAB,Points,Kam Jones,Under,22.5,1.82,0.5495
PrizePicks,NCAAB,Points,Kam Jones,Under,22.5,1.85,0.5405
Dabble,NCAAB,Points,Kam Jones,Under,22.5,1.83,0.5464
Caesars,NCAAB,Points,Kam Jones,Under,22.5,1.8,0.5556
Fliff,NCAAB,Points,Kam Jones,Under,22.5,1.8,0.5556
BetMGM,NCAAB,Points,Kam Jones,Under,22.5,1.87,0.5348
FanDuel,NCAAB,Points,Kam Jones,Under,22.5,1.87,0.5348
PointsBet,NCAAB,Points,Kam Jones,Under,22.5,1.87,0.5348
BetOnline,NCAAB,Points,Kam Jones,Under,22.5,1.88,0.5319
Sleeper,NCAAB,Points,Kam Jones,Under,21.5,1.81,0.5525
ESPNBet,NCAAB,Points,Ryan Kalkbrenner,Over,19.5,2.2,0.4545
Pick6,NCAAB,Points,Ryan Kalkbrenner,Over,18.5,1.74,0.5747
Underdog,NCAAB,Points,Ryan Kalkbrenner,Over,17.5,1.82,0.5495
Sleeper,NCAAB,Points,Ryan Kalkbrenner,Over,17.5,1.89,0.5291
PrizePicks,NCAAB,Points,Ryan Kalkbrenner,Over,17.5,1.85,0.5405
Caesars,NCAAB,Points,Ryan Kalkbrenner,Over,17.5,1.88,0.5319
Fliff,NCAAB,Points,Ryan Kalkbrenner,Over,17.5,1.91,0.5236
BetMGM,NCAAB,Points,Ryan Kalkbrenner,Over,17.5,1.95,0.5128
DraftKings,NCAAB,Points,Ryan Kalkbrenner,Over,17.5,1.87,0.5348
BetOnline,NCAAB,Points,Ryan Kalkbrenner,Over,17.5,1.93,0.5181
Dabble,NCAAB,Points,Ryan Kalkbrenner,Over,17.0,1.83,0.5464
FanDuel,NCAAB,Points,Ryan Kalkbrenner,Over,16.5,1.8,0.5556
PointsBet,NCAAB,Points,Ryan Kalkbrenner,Over,16.5,1.8,0.5556
ESPNBet,NCAAB,Points,Ryan Kalkbrenner,Under,19.5,1.59,0.6289
Pick6,NCAAB,Points,Ryan Kalkbrenner,Under,18.5,1.74,0.5747
Underdog,NCAAB,Points,Ryan Kalkbrenner,Under,17.5,1.82,0.5495
Sleeper,NCAAB,Points,Ryan Kalkbrenner,Under,17.5,1.65,0.6061
PrizePicks,NCAAB,Points,Ryan Kalkbrenner,Under,17.5,1.85,0.5405
Caesars,NCAAB,Points,Ryan Kalkbrenner,Under,17.5,1.78,0.5618
Fliff,NCAAB,Points,Ryan Kalkbrenner,Under,17.5,1.74,0.5747
BetMGM,NCAAB,Points,Ryan Kalkbrenner,Under,17.5,1.8,0.5556
BetOnline,NCAAB,Points,Ryan Kalkbrenner,Under,17.5,1.83,0.5464
Dabble,NCAAB,Points,Ryan Kalkbrenner,Under,17.0,1.83,0.5464
FanDuel,NCAAB,Points,Ryan Kalkbrenner,Under,16.5,1.95,0.5128
PointsBet,NCAAB,Points,Ryan Kalkbrenner,Under,16.5,1.95,0.5128
Dabble,NCAAB,Points,Erik Reynolds II,Over,18.5,1.83,0.5464
Underdog,NCAAB,Points,Erik Reynolds II,Over,18.5,1.82,0.5495
Dabble,NCAAB,Points,Erik Reynolds II,Under,18.5,1.83,0.5464
Underdog,NCAAB,Points,Erik Reynolds II,Under,18.5,1.82,0.5495
Dabble,NCAAB,Points,Robbie Avila,Over,18.5,1.83,0.5464
Underdog,NCAAB,Points,Robbie Avila,Over,18.5,1.82,0.5495
Dabble,NCAAB,Points,Robbie Avila,Under,18.5,1.83,0.5464
Underdog,NCAAB,Points,Robbie Avila,Under,18.5,1.82,0.5495
ESPNBet,NCAAB,Points,Steven Ashworth,Over,18.5,2.05,0.4878
Pick6,NCAAB,Points,Steven Ashworth,Over,17.5,1.74,0.5747
Sleeper,NCAAB,Points,Steven Ashworth,Over,17.5,1.84,0.5435
DraftKings,NCAAB,Points,Steven Ashworth,Over,17.5,1.91,0.5236
Dabble,NCAAB,Points,Steven Ashworth,Over,17.0,1.83,0.5464
PrizePicks,NCAAB,Points,Steven Ashworth,Over,17.0,1.85,0.5405
Caesars,NCAAB,Points,Steven Ashworth,Over,16.5,1.73,0.578
Fliff,NCAAB,Points,Steven Ashworth,Over,16.5,1.71,0.5848
BetMGM,NCAAB,Points,Steven Ashworth,Over,16.5,1.78,0.5618
FanDuel,NCAAB,Points,Steven Ashworth,Over,16.5,1.8,0.5556
PointsBet,NCAAB,Points,Steven Ashworth,Over,16.5,1.8,0.5556
BetOnline,NCAAB,Points,Steven Ashworth,Over,16.5,1.82,0.5495
ESPNBet,NCAAB,Points,Steven Ashworth,Under,18.5,1.67,0.5988
Pick6,NCAAB,Points,Steven Ashworth,Under,17.5,1.74,0.5747
Sleeper,NCAAB,Points,Steven Ashworth,Under,17.5,1.7,0.5882
Dabble,NCAAB,Points,Steven Ashworth,Under,17.0,1.83,0.5464
PrizePicks,NCAAB,Points,Steven Ashworth,Under,17.0,1.85,0.5405
Caesars,NCAAB,Points,Steven Ashworth,Under,16.5,1.93,0.5181
Fliff,NCAAB,Points,Steven Ashworth,Under,16.5,1.91,0.5236
BetMGM,NCAAB,Points,Steven Ashworth,Under,16.5,2.0,0.5
FanDuel,NCAAB,Points,Steven Ashworth,Under,16.5,1.95,0.5128
PointsBet,NCAAB,Points,Steven Ashworth,Under,16.5,1.95,0.5128
BetOnline,NCAAB,Points,Steven Ashworth,Under,16.5,1.94,0.5155
Dabble,NCAAB,Points,Gibson Jimerson,Over,17.5,1.83,0.5464
Underdog,NCAAB,Points,Gibson Jimerson,Over,17.5,1.82,0.5495
Dabble,NCAAB,Points,Gibson Jimerson,Under,17.5,1.83,0.5464
Underdog,NCAAB,Points,Gibson Jimerson,Under,17.5,1.82,0.5495
Dabble,NCAAB,Points,Isaiah Swope,Over,17.0,1.83,0.5464
Underdog,NCAAB,Points,Isaiah Swope,Over,16.5,1.82,0.5495
Dabble,NCAAB,Points,Isaiah Swope,Under,17.0,1.83,0.5464
Underdog,NCAAB,Points,Isaiah Swope,Under,16.5,1.82,0.5495
ESPNBet,NCAAB,Points,David Joplin,Over,16.5,2.05,0.4878
Underdog,NCAAB,Points,David Joplin,Over,15.5,1.82,0.5495
Sleeper,NCAAB,Points,David Joplin,Over,15.5,1.91,0.5236
Pick6,NCAAB,Points,David Joplin,Over,15.5,1.74,0.5747
Caesars,NCAAB,Points,David Joplin,Over,15.5,1.91,0.5236
Fliff,NCAAB,Points,David Joplin,Over,15.5,1.91,0.5236
BetMGM,NCAAB,Points,David Joplin,Over,15.5,2.0,0.5
DraftKings,NCAAB,Points,David Joplin,Over,15.5,1.87,0.5348
BetOnline,NCAAB,Points,David Joplin,Over,15.5,1.97,0.5076
Dabble,NCAAB,Points,David Joplin,Over,15.0,1.83,0.5464
PrizePicks,NCAAB,Points,David Joplin,Over,14.5,1.85,0.5405
FanDuel,NCAAB,Points,David Joplin,Over,14.5,1.8,0.5556
PointsBet,NCAAB,Points,David Joplin,Over,14.5,1.83,0.5464
ESPNBet,NCAAB,Points,David Joplin,Under,16.5,1.67,0.5988
Underdog,NCAAB,Points,David Joplin,Under,15.5,1.82,0.5495
Sleeper,NCAAB,Points,David Joplin,Under,15.5,1.64,0.6098
Pick6,NCAAB,Points,David Joplin,Under,15.5,1.74,0.5747
Caesars,NCAAB,Points,David Joplin,Under,15.5,1.75,0.5714
Fliff,NCAAB,Points,David Joplin,Under,15.5,1.74,0.5747
BetMGM,NCAAB,Points,David Joplin,Under,15.5,1.78,0.5618
BetOnline,NCAAB,Points,David Joplin,Under,15.5,1.8,0.5556
Dabble,NCAAB,Points,David Joplin,Under,15.0,1.83,0.5464
PrizePicks,NCAAB,Points,David Joplin,Under,14.5,1.85,0.5405
FanDuel,NCAAB,Points,David Joplin,Under,14.5,1.95,0.5128
PointsBet,NCAAB,Points,David Joplin,Under,14.5,1.91,0.5236
Dabble,NCAAB,Points,Rasheer Fleming,Over,14.0,1.83,0.5464
Dabble,NCAAB,Points,Rasheer Fleming,Under,14.0,1.83,0.5464
ESPNBet,NCAAB,Points,Stevie Mitchell,Over,12.5,2.0,0.5
Underdog,NCAAB,Points,Stevie Mitchell,Over,11.5,1.82,0.5495
Sleeper,NCAAB,Points,Stevie Mitchell,Over,11.5,1.7,0.5882
PrizePicks,NCAAB,Points,Stevie Mitchell,Over,11.5,1.85,0.5405
Pick6,NCAAB,Points,Stevie Mitchell,Over,11.5,1.74,0.5747
Dabble,NCAAB,Points,Stevie Mitchell,Over,11.5,1.83,0.5464
Caesars,NCAAB,Points,Stevie Mitchell,Over,11.5,1.8,0.5556
Fliff,NCAAB,Points,Stevie Mitchell,Over,11.5,1.8,0.5556
DraftKings,NCAAB,Points,Stevie Mitchell,Over,11.5,1.8,0.5556
BetMGM,NCAAB,Points,Stevie Mitchell,Over,11.5,1.87,0.5348
FanDuel,NCAAB,Points,Stevie Mitchell,Over,11.5,1.87,0.5348
PointsBet,NCAAB,Points,Stevie Mitchell,Over,11.5,1.87,0.5348
BetOnline,NCAAB,Points,Stevie Mitchell,Over,11.5,1.88,0.5319
ESPNBet,NCAAB,Points,Stevie Mitchell,Under,12.5,1.71,0.5848
Underdog,NCAAB,Points,Stevie Mitchell,Under,11.5,1.82,0.5495
Sleeper,NCAAB,Points,Stevie Mitchell,Under,11.5,1.82,0.5495
PrizePicks,NCAAB,Points,Stevie Mitchell,Under,11.5,1.85,0.5405
Pick6,NCAAB,Points,Stevie Mitchell,Under,11.5,1.74,0.5747
Dabble,NCAAB,Points,Stevie Mitchell,Under,11.5,1.83,0.5464
Caesars,NCAAB,Points,Stevie Mitchell,Under,11.5,1.85,0.5405
