bookmaker,league,market,subject,label,line,odds,impl_prb
Caesars,NFL,Longest Passing Completion,Sam Darnold,Under,39.5,1.83,0.5464
BetMGM,NFL,Longest Passing Completion,Sam Darnold,Under,39.5,1.83,0.5464
ESPNBet,NFL,Longest Passing Completion,Sam Darnold,Under,39.5,1.83,0.5464
HardRock,NFL,Longest Passing Completion,Sam Darnold,Under,39.5,1.83,0.5464
DraftKings,NFL,Longest Passing Completion,Sam Darnold,Under,39.5,1.83,0.5464
Fliff,NFL,Longest Passing Completion,Sam Darnold,Under,39.5,1.77,0.565
Pinnacle,NFL,Longest Passing Completion,Sam Darnold,Under,39.5,1.83,0.5464
SugarHouse,NFL,Longest Passing Completion,Sam Darnold,Under,38.5,1.93,0.5181
BetRivers,NFL,Longest Passing Completion,Sam Darnold,Under,38.5,1.93,0.5181
Unibet,NFL,Longest Passing Completion,Sam Darnold,Under,38.5,1.93,0.5181
Bovada,NFL,Longest Passing Completion,Sam Darnold,Under,38.5,1.87,0.5348
SugarHouse,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.83,0.5464
BetRivers,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.83,0.5464
Unibet,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.83,0.5464
ESPNBet,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.83,0.5464
BetMGM,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.85,0.5405
Fliff,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.8,0.5556
HardRock,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.83,0.5464
Caesars,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.83,0.5464
DraftKings,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.83,0.5464
Bovada,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.83,0.5464
Pinnacle,NFL,Longest Passing Completion,Jared Goff,Over,35.5,1.84,0.5435
SugarHouse,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.93,0.5181
BetRivers,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.93,0.5181
Unibet,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.93,0.5181
ESPNBet,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.91,0.5236
BetMGM,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.9,0.5263
Fliff,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.83,0.5464
HardRock,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.91,0.5236
Caesars,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.88,0.5319
DraftKings,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.91,0.5236
Bovada,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.91,0.5236
Pinnacle,NFL,Longest Passing Completion,Jared Goff,Under,35.5,1.9,0.5263
Betr,NFL,Total Rushing Yards,Derrick Henry,Over,99.5,1.82,0.5495
Pick6,NFL,Total Rushing Yards,Derrick Henry,Over,95.5,1.74,0.5747
STNSports,NFL,Total Rushing Yards,Derrick Henry,Over,95.5,1.87,0.5348
DraftKings,NFL,Total Rushing Yards,Derrick Henry,Over,95.5,1.83,0.5464
Underdog,NFL,Total Rushing Yards,Derrick Henry,Over,93.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Derrick Henry,Over,93.5,1.85,0.5405
Caesars,NFL,Total Rushing Yards,Derrick Henry,Over,93.5,1.88,0.5319
BetMGM,NFL,Total Rushing Yards,Derrick Henry,Over,93.5,1.85,0.5405
Fliff,NFL,Total Rushing Yards,Derrick Henry,Over,93.5,1.8,0.5556
HardRock,NFL,Total Rushing Yards,Derrick Henry,Over,93.5,1.87,0.5348
Pinnacle,NFL,Total Rushing Yards,Derrick Henry,Over,93.5,1.88,0.5319
BetOnline,NFL,Total Rushing Yards,Derrick Henry,Over,92.5,1.88,0.5319
Bovada,NFL,Total Rushing Yards,Derrick Henry,Over,92.5,1.87,0.5348
BetRivers,NFL,Total Rushing Yards,Derrick Henry,Over,90.5,1.89,0.5291
Unibet,NFL,Total Rushing Yards,Derrick Henry,Over,90.5,1.89,0.5291
SugarHouse,NFL,Total Rushing Yards,Derrick Henry,Over,90.5,1.89,0.5291
ESPNBet,NFL,Total Rushing Yards,Derrick Henry,Over,89.5,1.74,0.5747
Sleeper,NFL,Total Rushing Yards,Derrick Henry,Over,88.5,1.65,0.6061
Betr,NFL,Total Rushing Yards,Derrick Henry,Under,99.5,1.82,0.5495
Pick6,NFL,Total Rushing Yards,Derrick Henry,Under,95.5,1.74,0.5747
STNSports,NFL,Total Rushing Yards,Derrick Henry,Under,95.5,1.87,0.5348
DraftKings,NFL,Total Rushing Yards,Derrick Henry,Under,95.5,1.91,0.5236
Underdog,NFL,Total Rushing Yards,Derrick Henry,Under,93.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Derrick Henry,Under,93.5,1.85,0.5405
Caesars,NFL,Total Rushing Yards,Derrick Henry,Under,93.5,1.83,0.5464
BetMGM,NFL,Total Rushing Yards,Derrick Henry,Under,93.5,1.9,0.5263
Fliff,NFL,Total Rushing Yards,Derrick Henry,Under,93.5,1.83,0.5464
HardRock,NFL,Total Rushing Yards,Derrick Henry,Under,93.5,1.91,0.5236
Pinnacle,NFL,Total Rushing Yards,Derrick Henry,Under,93.5,1.85,0.5405
BetOnline,NFL,Total Rushing Yards,Derrick Henry,Under,92.5,1.88,0.5319
Bovada,NFL,Total Rushing Yards,Derrick Henry,Under,92.5,1.87,0.5348
BetRivers,NFL,Total Rushing Yards,Derrick Henry,Under,90.5,1.87,0.5348
Unibet,NFL,Total Rushing Yards,Derrick Henry,Under,90.5,1.87,0.5348
SugarHouse,NFL,Total Rushing Yards,Derrick Henry,Under,90.5,1.87,0.5348
Sleeper,NFL,Total Rushing Yards,Derrick Henry,Under,88.5,1.91,0.5236
Betr,NFL,Total Rushing Yards,Lamar Jackson,Over,47.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Lamar Jackson,Over,45.5,1.85,0.5405
Pick6,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.74,0.5747
Underdog,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.82,0.5495
Unibet,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.87,0.5348
BetRivers,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.87,0.5348
DraftKings,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.91,0.5236
BetMGM,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.9,0.5263
Fliff,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.83,0.5464
SugarHouse,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.87,0.5348
ESPNBet,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.95,0.5128
HardRock,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.91,0.5236
BetOnline,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,2.06,0.4854
Pinnacle,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.89,0.5291
Bovada,NFL,Total Rushing Yards,Lamar Jackson,Over,44.5,1.87,0.5348
Sleeper,NFL,Total Rushing Yards,Lamar Jackson,Over,43.5,1.73,0.578
STNSports,NFL,Total Rushing Yards,Lamar Jackson,Over,43.5,1.87,0.5348
Caesars,NFL,Total Rushing Yards,Lamar Jackson,Over,43.5,1.85,0.5405
Betr,NFL,Total Rushing Yards,Lamar Jackson,Under,47.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Lamar Jackson,Under,45.5,1.85,0.5405
Pick6,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.74,0.5747
Underdog,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.82,0.5495
Unibet,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.89,0.5291
BetRivers,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.89,0.5291
DraftKings,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.83,0.5464
BetMGM,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.85,0.5405
Fliff,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.8,0.5556
SugarHouse,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.89,0.5291
HardRock,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.83,0.5464
BetOnline,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.73,0.578
Pinnacle,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.85,0.5405
Bovada,NFL,Total Rushing Yards,Lamar Jackson,Under,44.5,1.87,0.5348
Sleeper,NFL,Total Rushing Yards,Lamar Jackson,Under,43.5,1.82,0.5495
STNSports,NFL,Total Rushing Yards,Lamar Jackson,Under,43.5,1.87,0.5348
Caesars,NFL,Total Rushing Yards,Lamar Jackson,Under,43.5,1.85,0.5405
Rebet,NFL,Total Rushing Yards,Chase Brown,Over,74.5,1.95,0.5128
Underdog,NFL,Total Rushing Yards,Chase Brown,Over,70.5,1.82,0.5495
BetMGM,NFL,Total Rushing Yards,Chase Brown,Over,70.5,1.87,0.5348
HardRock,NFL,Total Rushing Yards,Chase Brown,Over,70.5,1.87,0.5348
Fliff,NFL,Total Rushing Yards,Chase Brown,Over,70.5,1.83,0.5464
Pick6,NFL,Total Rushing Yards,Chase Brown,Over,68.5,1.74,0.5747
Caesars,NFL,Total Rushing Yards,Chase Brown,Over,68.5,2.0,0.5
Unibet,NFL,Total Rushing Yards,Chase Brown,Over,68.5,1.9,0.5263
BetRivers,NFL,Total Rushing Yards,Chase Brown,Over,68.5,1.9,0.5263
SugarHouse,NFL,Total Rushing Yards,Chase Brown,Over,68.5,1.9,0.5263
DraftKings,NFL,Total Rushing Yards,Chase Brown,Over,68.5,1.91,0.5236
Betr,NFL,Total Rushing Yards,Chase Brown,Over,67.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Chase Brown,Over,67.5,1.85,0.5405
Sleeper,NFL,Total Rushing Yards,Chase Brown,Over,67.5,1.74,0.5747
BetOnline,NFL,Total Rushing Yards,Chase Brown,Over,64.5,1.91,0.5236
Underdog,NFL,Total Rushing Yards,Chase Brown,Under,70.5,1.82,0.5495
BetMGM,NFL,Total Rushing Yards,Chase Brown,Under,70.5,1.85,0.5405
HardRock,NFL,Total Rushing Yards,Chase Brown,Under,70.5,1.87,0.5348
Fliff,NFL,Total Rushing Yards,Chase Brown,Under,70.5,1.8,0.5556
Pick6,NFL,Total Rushing Yards,Chase Brown,Under,68.5,1.74,0.5747
Caesars,NFL,Total Rushing Yards,Chase Brown,Under,68.5,1.73,0.578
Unibet,NFL,Total Rushing Yards,Chase Brown,Under,68.5,1.86,0.5376
BetRivers,NFL,Total Rushing Yards,Chase Brown,Under,68.5,1.86,0.5376
SugarHouse,NFL,Total Rushing Yards,Chase Brown,Under,68.5,1.86,0.5376
DraftKings,NFL,Total Rushing Yards,Chase Brown,Under,68.5,1.83,0.5464
Betr,NFL,Total Rushing Yards,Chase Brown,Under,67.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Chase Brown,Under,67.5,1.85,0.5405
Sleeper,NFL,Total Rushing Yards,Chase Brown,Under,67.5,1.8,0.5556
BetOnline,NFL,Total Rushing Yards,Chase Brown,Under,64.5,1.85,0.5405
Rebet,NFL,Total Rushing Yards,Najee Harris,Over,55.5,1.88,0.5319
Sleeper,NFL,Total Rushing Yards,Najee Harris,Over,49.5,1.83,0.5464
Bovada,NFL,Total Rushing Yards,Najee Harris,Over,49.5,2.0,0.5
Betr,NFL,Total Rushing Yards,Najee Harris,Over,46.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Najee Harris,Over,46.5,1.85,0.5405
Caesars,NFL,Total Rushing Yards,Najee Harris,Over,46.5,1.88,0.5319
Underdog,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.82,0.5495
Pick6,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.74,0.5747
STNSports,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.74,0.5747
PointsBet,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.87,0.5348
FanDuel,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.88,0.5319
DraftKings,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.83,0.5464
Fliff,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.8,0.5556
BetMGM,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.87,0.5348
HardRock,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.87,0.5348
BetOnline,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.78,0.5618
Pinnacle,NFL,Total Rushing Yards,Najee Harris,Over,45.5,1.76,0.5682
BetRivers,NFL,Total Rushing Yards,Najee Harris,Over,44.5,1.85,0.5405
Unibet,NFL,Total Rushing Yards,Najee Harris,Over,44.5,1.85,0.5405
SugarHouse,NFL,Total Rushing Yards,Najee Harris,Over,44.5,1.85,0.5405
ESPNBet,NFL,Total Rushing Yards,Najee Harris,Over,44.5,1.83,0.5464
Sleeper,NFL,Total Rushing Yards,Najee Harris,Under,49.5,1.71,0.5848
Betr,NFL,Total Rushing Yards,Najee Harris,Under,46.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Najee Harris,Under,46.5,1.85,0.5405
Caesars,NFL,Total Rushing Yards,Najee Harris,Under,46.5,1.83,0.5464
Underdog,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.82,0.5495
Pick6,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.74,0.5747
STNSports,NFL,Total Rushing Yards,Najee Harris,Under,45.5,2.05,0.4878
PointsBet,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.87,0.5348
FanDuel,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.88,0.5319
DraftKings,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.91,0.5236
Fliff,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.8,0.5556
BetMGM,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.87,0.5348
HardRock,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.87,0.5348
BetOnline,NFL,Total Rushing Yards,Najee Harris,Under,45.5,1.99,0.5025
Pinnacle,NFL,Total Rushing Yards,Najee Harris,Under,45.5,2.0,0.5
ESPNBet,NFL,Total Rushing Yards,Najee Harris,Under,44.5,1.91,0.5236
BetRivers,NFL,Total Rushing Yards,Najee Harris,Under,44.5,1.91,0.5236
Unibet,NFL,Total Rushing Yards,Najee Harris,Under,44.5,1.91,0.5236
SugarHouse,NFL,Total Rushing Yards,Najee Harris,Under,44.5,1.91,0.5236
PrizePicks,NFL,Total Rushing Yards,Jaylen Warren,Over,40.5,1.85,0.5405
Sleeper,NFL,Total Rushing Yards,Jaylen Warren,Over,40.5,1.77,0.565
FanDuel,NFL,Total Rushing Yards,Jaylen Warren,Over,40.5,1.88,0.5319
PointsBet,NFL,Total Rushing Yards,Jaylen Warren,Over,40.5,1.83,0.5464
Caesars,NFL,Total Rushing Yards,Jaylen Warren,Over,40.5,1.85,0.5405
Pick6,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.74,0.5747
SugarHouse,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.86,0.5376
Unibet,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.86,0.5376
BetRivers,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.86,0.5376
DraftKings,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.87,0.5348
STNSports,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.87,0.5348
HardRock,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.91,0.5236
ESPNBet,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.91,0.5236
Rebet,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.76,0.5682
Bovada,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.91,0.5236
BetOnline,NFL,Total Rushing Yards,Jaylen Warren,Over,39.5,1.91,0.5236
Betr,NFL,Total Rushing Yards,Jaylen Warren,Over,38.5,1.82,0.5495
Underdog,NFL,Total Rushing Yards,Jaylen Warren,Over,38.5,1.82,0.5495
BetMGM,NFL,Total Rushing Yards,Jaylen Warren,Over,38.5,1.85,0.5405
Fliff,NFL,Total Rushing Yards,Jaylen Warren,Over,38.5,1.8,0.5556
Pinnacle,NFL,Total Rushing Yards,Jaylen Warren,Over,38.5,1.84,0.5435
PrizePicks,NFL,Total Rushing Yards,Jaylen Warren,Under,40.5,1.85,0.5405
Sleeper,NFL,Total Rushing Yards,Jaylen Warren,Under,40.5,1.77,0.565
FanDuel,NFL,Total Rushing Yards,Jaylen Warren,Under,40.5,1.88,0.5319
PointsBet,NFL,Total Rushing Yards,Jaylen Warren,Under,40.5,1.91,0.5236
Caesars,NFL,Total Rushing Yards,Jaylen Warren,Under,40.5,1.85,0.5405
Pick6,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.74,0.5747
SugarHouse,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.9,0.5263
Unibet,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.9,0.5263
BetRivers,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.9,0.5263
DraftKings,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.87,0.5348
STNSports,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.87,0.5348
ESPNBet,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.83,0.5464
Rebet,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.71,0.5848
Bovada,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.83,0.5464
BetOnline,NFL,Total Rushing Yards,Jaylen Warren,Under,39.5,1.85,0.5405
Betr,NFL,Total Rushing Yards,Jaylen Warren,Under,38.5,1.82,0.5495
Underdog,NFL,Total Rushing Yards,Jaylen Warren,Under,38.5,1.82,0.5495
BetMGM,NFL,Total Rushing Yards,Jaylen Warren,Under,38.5,1.9,0.5263
Fliff,NFL,Total Rushing Yards,Jaylen Warren,Under,38.5,1.83,0.5464
Pinnacle,NFL,Total Rushing Yards,Jaylen Warren,Under,38.5,1.89,0.5291
Sleeper,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.71,0.5848
PrizePicks,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.85,0.5405
Underdog,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.82,0.5495
Pick6,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.74,0.5747
STNSports,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.87,0.5348
PointsBet,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.87,0.5348
Caesars,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.85,0.5405
BetRivers,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.88,0.5319
Unibet,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.88,0.5319
SugarHouse,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.88,0.5319
BetMGM,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.83,0.5464
DraftKings,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.83,0.5464
HardRock,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.83,0.5464
Fliff,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.77,0.565
Rebet,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.73,0.578
Pinnacle,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.83,0.5464
Bovada,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.83,0.5464
BetOnline,NFL,Total Rushing Yards,Russell Wilson,Over,15.5,1.87,0.5348
FanDuel,NFL,Total Rushing Yards,Russell Wilson,Over,14.5,1.88,0.5319
Sleeper,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.84,0.5435
PrizePicks,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.85,0.5405
Underdog,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.82,0.5495
Pick6,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.74,0.5747
STNSports,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.87,0.5348
PointsBet,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.87,0.5348
Caesars,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.85,0.5405
BetRivers,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.88,0.5319
Unibet,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.88,0.5319
SugarHouse,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.88,0.5319
BetMGM,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.91,0.5236
DraftKings,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.91,0.5236
HardRock,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.91,0.5236
Fliff,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.87,0.5348
Rebet,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.75,0.5714
Pinnacle,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.91,0.5236
Bovada,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.91,0.5236
BetOnline,NFL,Total Rushing Yards,Russell Wilson,Under,15.5,1.89,0.5291
FanDuel,NFL,Total Rushing Yards,Russell Wilson,Under,14.5,1.88,0.5319
PointsBet,NFL,Total Rushing Yards,Joe Burrow,Over,10.5,2.05,0.4878
PrizePicks,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.85,0.5405
Pick6,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.74,0.5747
Underdog,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.82,0.5495
BetMGM,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.9,0.5263
ESPNBet,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.91,0.5236
HardRock,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.91,0.5236
Fliff,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.83,0.5464
DraftKings,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.87,0.5348
STNSports,NFL,Total Rushing Yards,Joe Burrow,Over,9.5,1.87,0.5348
Betr,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.82,0.5495
Sleeper,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.68,0.5952
Caesars,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.78,0.5618
FanDuel,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.88,0.5319
Rebet,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.74,0.5747
BetRivers,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.88,0.5319
Unibet,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.88,0.5319
SugarHouse,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.88,0.5319
BetOnline,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.88,0.5319
Pinnacle,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.83,0.5464
Bovada,NFL,Total Rushing Yards,Joe Burrow,Over,8.5,1.83,0.5464
PointsBet,NFL,Total Rushing Yards,Joe Burrow,Under,10.5,1.71,0.5848
PrizePicks,NFL,Total Rushing Yards,Joe Burrow,Under,9.5,1.85,0.5405
Pick6,NFL,Total Rushing Yards,Joe Burrow,Under,9.5,1.74,0.5747
Underdog,NFL,Total Rushing Yards,Joe Burrow,Under,9.5,1.82,0.5495
BetMGM,NFL,Total Rushing Yards,Joe Burrow,Under,9.5,1.85,0.5405
HardRock,NFL,Total Rushing Yards,Joe Burrow,Under,9.5,1.83,0.5464
Fliff,NFL,Total Rushing Yards,Joe Burrow,Under,9.5,1.8,0.5556
DraftKings,NFL,Total Rushing Yards,Joe Burrow,Under,9.5,1.87,0.5348
STNSports,NFL,Total Rushing Yards,Joe Burrow,Under,9.5,1.87,0.5348
Betr,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.82,0.5495
Sleeper,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.88,0.5319
Caesars,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.94,0.5155
FanDuel,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.88,0.5319
Rebet,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.74,0.5747
BetRivers,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.88,0.5319
Unibet,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.88,0.5319
SugarHouse,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.88,0.5319
BetOnline,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.88,0.5319
Pinnacle,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.91,0.5236
Bovada,NFL,Total Rushing Yards,Joe Burrow,Under,8.5,1.91,0.5236
Underdog,NFL,Total Rushing Yards,Jonathan Taylor,Over,101.5,1.82,0.5495
Underdog,NFL,Total Rushing Yards,Jonathan Taylor,Under,101.5,1.82,0.5495
Sleeper,NFL,Total Rushing Yards,Bijan Robinson,Over,99.5,1.84,0.5435
DraftKings,NFL,Total Rushing Yards,Bijan Robinson,Over,99.5,1.87,0.5348
Betr,NFL,Total Rushing Yards,Bijan Robinson,Over,97.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Bijan Robinson,Over,96.5,1.85,0.5405
Rebet,NFL,Total Rushing Yards,Bijan Robinson,Over,96.5,1.66,0.6024
Caesars,NFL,Total Rushing Yards,Bijan Robinson,Over,96.5,1.85,0.5405
BetOnline,NFL,Total Rushing Yards,Bijan Robinson,Over,96.5,1.78,0.5618
Pick6,NFL,Total Rushing Yards,Bijan Robinson,Over,95.5,1.74,0.5747
STNSports,NFL,Total Rushing Yards,Bijan Robinson,Over,95.5,1.87,0.5348
SugarHouse,NFL,Total Rushing Yards,Bijan Robinson,Over,95.5,1.88,0.5319
BetRivers,NFL,Total Rushing Yards,Bijan Robinson,Over,95.5,1.88,0.5319
Unibet,NFL,Total Rushing Yards,Bijan Robinson,Over,95.5,1.88,0.5319
Underdog,NFL,Total Rushing Yards,Bijan Robinson,Over,94.5,1.82,0.5495
Fliff,NFL,Total Rushing Yards,Bijan Robinson,Over,94.5,1.8,0.5556
BetMGM,NFL,Total Rushing Yards,Bijan Robinson,Over,94.5,1.87,0.5348
HardRock,NFL,Total Rushing Yards,Bijan Robinson,Over,94.5,1.87,0.5348
Pinnacle,NFL,Total Rushing Yards,Bijan Robinson,Over,94.5,1.84,0.5435
Bovada,NFL,Total Rushing Yards,Bijan Robinson,Over,94.5,1.83,0.5464
Sleeper,NFL,Total Rushing Yards,Bijan Robinson,Under,99.5,1.71,0.5848
Betr,NFL,Total Rushing Yards,Bijan Robinson,Under,97.5,1.82,0.5495
PrizePicks,NFL,Total Rushing Yards,Bijan Robinson,Under,96.5,1.85,0.5405
Rebet,NFL,Total Rushing Yards,Bijan Robinson,Under,96.5,1.83,0.5464
Caesars,NFL,Total Rushing Yards,Bijan Robinson,Under,96.5,1.85,0.5405
BetOnline,NFL,Total Rushing Yards,Bijan Robinson,Under,96.5,1.99,0.5025
Pick6,NFL,Total Rushing Yards,Bijan Robinson,Under,95.5,1.74,0.5747
STNSports,NFL,Total Rushing Yards,Bijan Robinson,Under,95.5,1.87,0.5348
