bookmaker,ev,impl_prb,label,league,line,market,odds,subject,true_prb
BetMGM,0.0061,0.4545,Under,NBA,2.5,Assists,2.2,Goga Bitadze,0.4573040342973086
BetRivers,0.0059,0.4444,Under,NHL,1.5,Total Shots on Goal,2.25,Brayden Schenn,0.44707494933413455
Unibet,0.0059,0.4444,Under,NHL,1.5,Total Shots on Goal,2.25,Brayden Schenn,0.44707494933413455
BetRivers,0.0057,0.4,Over,NHL,2.5,Total Shots on Goal,2.5,Ryan Nugent-Hopkins,0.40226177609466585
Unibet,0.0057,0.4,Over,NHL,2.5,Total Shots on Goal,2.5,Ryan Nugent-Hopkins,0.40226177609466585
Pinnacle,0.0055,0.5208,Under,NHL,2.5,Total Shots on Goal,1.92,Aleksander Barkov,0.523698360152522
BetMGM,0.0055,0.5405,Under,NFL,44.5,Total Rushing Yards,1.85,Lamar Jackson,0.5435395899943577
Pinnacle,0.0055,0.5405,Under,NFL,44.5,Total Rushing Yards,1.85,Lamar Jackson,0.5435395899943577
BetMGM,0.0047,0.5,Over,NBA,8.5,Rebounds + Assists,2.0,Carlton Carrington,0.5023682687068249
Unibet,0.0044,0.4673,Under,NBA,2.5,3-Pointers,2.14,Fred VanVleet,0.46933253657780094
BetRivers,0.0044,0.4673,Under,NBA,2.5,3-Pointers,2.14,Fred VanVleet,0.46933253657780094
SugarHouse,0.0044,0.4673,Under,NBA,2.5,3-Pointers,2.14,Fred VanVleet,0.46933253657780094
BetRivers,0.0042,0.5128,Under,NBA,19.5,Points + Rebounds,1.95,Tobias Harris,0.5149532930550957
Bovada,0.0042,0.3448,Over,NHL,0.5,Total Player Goals,2.9,Brock Boeser,0.3462653080302888
BetRivers,0.0042,0.3448,Over,NHL,0.5,Total Player Goals,2.9,Brock Boeser,0.3462653080302888
Unibet,0.0042,0.3448,Over,NHL,0.5,Total Player Goals,2.9,Brock Boeser,0.3462653080302888
Unibet,0.0042,0.5128,Under,NBA,19.5,Points + Rebounds,1.95,Tobias Harris,0.5149532930550957
SugarHouse,0.0042,0.5128,Under,NBA,19.5,Points + Rebounds,1.95,Tobias Harris,0.5149532930550957
Unibet,0.0041,0.4,Under,NHL,1.5,Total Shots on Goal,2.5,Taylor Hall,0.4016451246373424
BetRivers,0.0041,0.4,Under,NHL,1.5,Total Shots on Goal,2.5,Taylor Hall,0.4016451246373424
PrizePicks,0.0039,0.5405,Under,NBA,10.5,Assists,1.85,Cade Cunningham,0.5426457682325158
DraftKings,0.0039,0.274,Over,NHL,0.5,Total Player Goals,3.65,Drake Batherson,0.2750397456279809
BetRivers,0.0037,0.4,Under,NFL,1.5,Total Receptions,2.5,Tim Patrick,0.40147114789837784
SugarHouse,0.0037,0.4,Under,NFL,1.5,Total Receptions,2.5,Tim Patrick,0.40147114789837784
Unibet,0.0037,0.4,Under,NFL,1.5,Total Receptions,2.5,Tim Patrick,0.40147114789837784
BetMGM,0.0037,0.4444,Over,NCAAB,5.5,Rebounds,2.25,David Joplin,0.4461031151101395
Unibet,0.0036,0.5348,Under,NBA,16.5,Rebounds + Assists,1.87,Cade Cunningham,0.5366805813234384
BetRivers,0.0036,0.5348,Under,NBA,16.5,Rebounds + Assists,1.87,Cade Cunningham,0.5366805813234384
Bovada,0.0036,0.4545,Over,NBA,9.5,Assists,2.2,LeBron James,0.4561892535105591
SugarHouse,0.0036,0.5348,Under,NBA,16.5,Rebounds + Assists,1.87,Cade Cunningham,0.5366805813234384
Unibet,0.0036,0.5405,Under,NBA,10.5,Rebounds,1.85,Jalen Duren,0.5424879496532607
BetRivers,0.0036,0.5405,Under,NBA,10.5,Rebounds,1.85,Jalen Duren,0.5424879496532607
SugarHouse,0.0036,0.5405,Under,NBA,10.5,Rebounds,1.85,Jalen Duren,0.5424879496532607
BetMGM,0.0035,0.5,Over,NBA,11.5,Points,2.0,Jakob Poeltl,0.5017431800894325
BetMGM,0.0034,0.5128,Under,NFL,8.5,Longest Rush,1.95,Russell Wilson,0.514549392598173
DraftKings,0.0034,0.5128,Under,NFL,8.5,Longest Rush,1.95,Russell Wilson,0.514549392598173
HardRock,0.0034,0.641,Under,NBA,1.5,Steals,1.56,Goga Bitadze,0.6431880495414578
Bovada,0.0033,0.4878,Under,NBA,14.5,Rebounds + Assists,2.05,Scottie Barnes,0.48941998866427355
HardRock,0.0032,0.5,Under,NBA,6.5,Assists,2.0,Fred VanVleet,0.5016164994425863
BetMGM,0.0029,0.5714,Over,NBA,2.5,Assists,1.75,Evan Mobley,0.5730801735860233
Pinnacle,0.0027,0.5587,Under,NHL,2.5,Total Shots on Goal,1.79,Seth Jones,0.5601761669017645
DraftKings,0.0027,0.5348,Under,NBA,33.5,Points + Rebounds,1.87,Jaren Jackson Jr.,0.536178107606679
Bovada,0.0026,0.4878,Under,NBA,10.5,Rebounds + Assists,2.05,Shai Gilgeous-Alexander,0.4890879555513701
PrizePicks,0.0025,0.5405,Under,NBA,11.5,Points,1.85,Ausar Thompson,0.541885209228522
ESPNBet,0.0024,0.4878,Over,NFL,8.5,Total Rushing Attempts,2.05,Jaleel McLaughlin,0.48896995579513647
BetMGM,0.0024,0.1923,Over,NHL,0.5,Total Player Goals,5.2,Brayden Schenn,0.19276539478655083
ESPNBet,0.0022,0.7143,Under,NHL,0.5,Total Player Goals,1.4,Jake DeBrusk,0.7158664666166541
Unibet,0.0021,0.5319,Over,NBA,8.5,Rebounds,1.88,Evan Mobley,0.5330188679245282
BetRivers,0.0021,0.5319,Over,NBA,8.5,Rebounds,1.88,Evan Mobley,0.5330188679245282
SugarHouse,0.0021,0.5319,Over,NBA,8.5,Rebounds,1.88,Evan Mobley,0.5330188679245282
Bovada,0.002,0.4545,Under,NFL,4.5,Total Receptions,2.2,Garrett Wilson,0.4554592350030211
PointsBet,0.002,0.5348,Over,NFL,6.5,Total Receptions,1.87,Justin Jefferson,0.5358212823271233
Unibet,0.0019,0.5128,Over,NBA,26.5,Points + Rebounds,1.95,C.J. McCollum,0.5138125272019624
SugarHouse,0.0019,0.5128,Over,NBA,26.5,Points + Rebounds,1.95,C.J. McCollum,0.5138125272019624
BetRivers,0.0019,0.5128,Over,NBA,26.5,Points + Rebounds,1.95,C.J. McCollum,0.5138125272019624
DraftKings,0.0017,0.4673,Under,NBA,5.5,Assists,2.14,Scotty Pippen Jr.,0.46809906084434716
Unibet,0.0015,0.5495,Over,NBA,8.5,Rebounds,1.82,Josh Hart,0.5502641297225196
DraftKings,0.0015,0.4673,Over,NBA,3.5,Rebounds,2.14,Mikal Bridges,0.46798782771767977
BetRivers,0.0015,0.5495,Over,NBA,8.5,Rebounds,1.82,Josh Hart,0.5502641297225196
SugarHouse,0.0015,0.5495,Over,NBA,8.5,Rebounds,1.82,Josh Hart,0.5502641297225196
Bovada,0.0014,0.4878,Under,NBA,30.5,Points,2.05,Shai Gilgeous-Alexander,0.4884736345388315
PrizePicks,0.0013,0.5405,Over,NHL,2.5,Total Shots on Goal,1.85,Connor Bedard,0.5412242948295589
BetRivers,0.0012,0.5319,Over,NHL,1.5,Total Shots on Goal,1.88,Juraj Slafkovsky,0.5325419720426137
Unibet,0.0012,0.5319,Over,NHL,1.5,Total Shots on Goal,1.88,Juraj Slafkovsky,0.5325419720426137
DraftKings,0.0009,0.4082,Under,NBA,1.5,3-Pointers,2.45,Karl-Anthony Towns,0.40853946652099793
DraftKings,0.0008,0.5,Over,NBA,10.5,Rebounds,2.0,Goga Bitadze,0.5004057106559494
BetMGM,0.0008,0.4762,Under,NBA,6.5,Rebounds,2.1,Alexandre Sarr,0.4765777448268861
DraftKings,0.0006,0.5848,Under,NBA,5.5,Assists,1.71,Alperen Sengün,0.5851542709413174
SugarHouse,0.0005,0.5155,Under,NBA,10.5,Points,1.94,Max Christie,0.5157079093386625
DraftKings,0.0005,0.5236,Under,NBA,31.5,Points + Rebounds + Assists,1.91,Austin Reaves,0.5238050344112378
DraftKings,0.0005,0.5236,Under,NBA,22.5,Points + Rebounds,1.91,Jakob Poeltl,0.5238050344112378
BetRivers,0.0005,0.5435,Over,NBA,3.5,Assists,1.84,Carlton Carrington,0.5437257752361795
BetRivers,0.0005,0.5155,Under,NBA,10.5,Points,1.94,Max Christie,0.5157079093386625
SugarHouse,0.0005,0.5435,Over,NBA,3.5,Assists,1.84,Carlton Carrington,0.5437257752361795
Unibet,0.0005,0.5155,Under,NBA,10.5,Points,1.94,Max Christie,0.5157079093386625
Unibet,0.0005,0.5435,Over,NBA,3.5,Assists,1.84,Carlton Carrington,0.5437257752361795
Bovada,0.0004,0.4878,Over,NBA,15.5,Points + Rebounds,2.05,Herbert Jones,0.48802374289173917
BetMGM,0.0004,0.4,Over,NBA,2.5,3-Pointers,2.5,Immanuel Quickley,0.400161985005861
BetRivers,0.0004,0.5319,Over,NHL,1.5,Total Shots on Goal,1.88,Ryan Strome,0.5321185522248089
Pinnacle,0.0004,0.5814,Over,NFL,1.5,Total Passing Touchdowns,1.72,Lamar Jackson,0.5815998928511246
Unibet,0.0004,0.5319,Over,NHL,1.5,Total Shots on Goal,1.88,Ryan Strome,0.5321185522248089
BetRivers,0.0003,0.2041,Over,NHL,0.5,Total Player Goals,4.9,Ilya Mikheyev,0.2041506244717814
Unibet,0.0003,0.2041,Over,NHL,0.5,Total Player Goals,4.9,Ilya Mikheyev,0.2041506244717814
Unibet,0.0002,0.4762,Over,NHL,2.5,Total Shots on Goal,2.1,Aleksander Barkov,0.47630163984747786
BetRivers,0.0002,0.4762,Over,NHL,2.5,Total Shots on Goal,2.1,Aleksander Barkov,0.47630163984747786
BetMGM,0.0002,0.4878,Over,NBA,10.5,Points,2.05,Jalen Duren,0.48791415127714355
HardRock,0.0002,0.4878,Over,NBA,10.5,Points,2.05,Jalen Duren,0.48791415127714355
BetMGM,0.0001,0.5714,Under,NBA,1.5,Steals,1.75,Jordan Poole,0.5714689798227418
HardRock,0.0001,0.5848,Under,NFL,1.5,Total Receptions,1.71,Mike Williams,0.5848301200183832
Unibet,0.0,0.5,Under,NFL,0.5,Total Sacks,2.0,Alex Highsmith,0.5
BetMGM,0.0,0.5,Under,NFL,26.5,Longest Reception,2.0,Ja'Marr Chase,0.5
DraftKings,0.0,0.5,Over,NBA,12.5,Points + Assists,2.0,Jalen Duren,0.5
Bovada,-0.0001,0.4878,Under,NBA,22.5,Points + Rebounds,2.05,Isaiah Hartenstein,0.48777364868321077
DraftKings,-0.0001,0.4762,Under,NBA,5.5,Assists,2.1,Malik Monk,0.4761274405050046
Bovada,-0.0001,0.4878,Over,NBA,21.5,Points + Rebounds,2.05,Zach Edey,0.48777364868321077
Fliff,-0.0002,0.5128,Under,NBA,7.5,Assists,1.95,Jalen Brunson,0.5127421321038609
PrizePicks,-0.0003,0.5405,Under,NBA,6.5,Assists,1.85,De'Aaron Fox,0.5403894924885666
STNSports,-0.0003,0.3448,Under,NFL,0.5,Total Passing Touchdowns,2.9,Caleb Williams,0.3447164948453609
Bovada,-0.0003,0.3774,Over,NBA,1.5,3-Pointers,2.65,Caris LeVert,0.3772271714922049
DraftKings,-0.0004,0.6623,Under,NBA,1.5,Steals,1.51,Jaylen Brown,0.6619651647103371
Unibet,-0.0005,0.6711,Under,NHL,0.5,Total Points,1.49,Alex Killorn,0.6708069339937813
STNSports,-0.0006,0.5348,Over,NFL,34.5,Total Rushing Yards,1.87,Jaleel McLaughlin,0.5344243792325056
HardRock,-0.0006,0.4444,Over,NBA,3.5,Rebounds,2.25,Trae Young,0.44418977082038213
BetMGM,-0.0006,0.1961,Over,NHL,0.5,Total Player Goals,5.1,Evgeni Malkin,0.19595484477892758
Bovada,-0.0007,0.4878,Over,NFL,2.5,Total Receptions,2.05,Andrei Iosivas,0.48748453776200107
Pinnacle,-0.0007,0.4878,Over,NFL,2.5,Total Receptions,2.05,Andrei Iosivas,0.48748453776200107
BetRivers,-0.0007,0.5155,Over,NBA,22.5,Points,1.94,Jordan Poole,0.5151170857108772
SugarHouse,-0.0007,0.5155,Over,NBA,22.5,Points,1.94,Jordan Poole,0.5151170857108772
Unibet,-0.0007,0.5155,Over,NBA,22.5,Points,1.94,Jordan Poole,0.5151170857108772
BetMGM,-0.0008,0.5,Under,NBA,10.5,Rebounds,2.0,Goga Bitadze,0.4995942893440506
ESPNBet,-0.0008,0.5,Under,NBA,10.5,Rebounds,2.0,Goga Bitadze,0.4995942893440506
Bovada,-0.0008,0.4878,Over,NBA,9.5,Rebounds + Assists,2.05,Scotty Pippen Jr.,0.48740706897064123
DraftKings,-0.0009,0.5464,Under,NBA,7.5,Rebounds,1.83,LeBron James,0.5459557588762695
Bovada,-0.0011,0.4545,Over,NBA,7.5,Rebounds,2.2,LeBron James,0.45404424112373054
DraftKings,-0.0011,0.5,Under,NBA,11.5,Points,2.0,Zach Edey,0.4994707713696396
Bovada,-0.0012,0.5236,Over,NBA,21.5,Points,1.91,Jaylen Brown,0.5229468304042992
HardRock,-0.0012,0.5236,Over,NBA,21.5,Points,1.91,Jaylen Brown,0.5229468304042992
ESPNBet,-0.0012,0.5236,Over,NBA,21.5,Points,1.91,Jaylen Brown,0.5229468304042992
Bovada,-0.0013,0.5,Under,NBA,10.5,Rebounds,2.0,Isaiah Hartenstein,0.4993400135641286
Pinnacle,-0.0015,0.277,Over,NHL,0.5,Total Player Goals,3.61,Nick Suzuki,0.2765917426878586
PrizePicks,-0.0016,0.5405,Under,NFL,26.5,Total Pass Completions,1.85,Joe Burrow,0.5396750868626162
DraftKings,-0.0016,0.5464,Under,NBA,1.5,3-Pointers,1.83,Tobias Harris,0.5455880974291442
Bovada,-0.0017,0.4762,Under,NBA,3.5,Assists,2.1,Anthony Davis,0.4753671573502774
ESPNBet,-0.0018,0.5464,Under,NBA,21.5,Rebounds + Assists,1.83,Domantas Sabonis,0.5454376854599405
PrizePicks,-0.0018,0.5405,Over,NBA,6.5,Rebounds + Assists,1.85,Mikal Bridges,0.5395571589811601
Unibet,-0.0018,0.5155,Under,NFL,8.5,Longest Rush,1.94,Russell Wilson,0.514549392598173
HardRock,-0.0018,0.5464,Under,NBA,21.5,Rebounds + Assists,1.83,Domantas Sabonis,0.5454376854599405
BetMGM,-0.0018,0.5464,Under,NBA,21.5,Rebounds + Assists,1.83,Domantas Sabonis,0.5454376854599405
Dabble,-0.0018,0.5464,Under,NBA,21.5,Rebounds + Assists,1.83,Domantas Sabonis,0.5454376854599405
HardRock,-0.0019,0.3125,Over,NHL,0.5,Total Player Goals,3.2,Sidney Crosby,0.31190342504211116
PrizePicks,-0.0021,0.5405,Under,NBA,3.5,Assists,1.85,Herbert Jones,0.5393970936818371
DraftKings,-0.0022,0.4348,Under,NBA,2.5,3-Pointers,2.3,Desmond Bane,0.4338216898963043
DraftKings,-0.0023,0.5556,Under,NBA,4.5,Assists,1.8,Jalen Suggs,0.5542829293643348
BetMGM,-0.0024,0.4348,Over,NBA,2.5,Blocks,2.3,Anthony Davis,0.4337588652482269
HardRock,-0.0024,0.4348,Over,NBA,2.5,Blocks,2.3,Anthony Davis,0.4337588652482269
BetRivers,-0.0024,0.565,Over,NHL,2.5,Total Shots on Goal,1.77,Jonathan Marchessault,0.5636038269578505
Unibet,-0.0024,0.565,Over,NHL,2.5,Total Shots on Goal,1.77,Jonathan Marchessault,0.5636038269578505
SugarHouse,-0.0027,0.5376,Under,NFL,68.5,Total Rushing Yards,1.86,Chase Brown,0.536178107606679
BetRivers,-0.0027,0.5376,Under,NFL,68.5,Total Rushing Yards,1.86,Chase Brown,0.536178107606679
Unibet,-0.0027,0.5376,Under,NFL,68.5,Total Rushing Yards,1.86,Chase Brown,0.536178107606679
HardRock,-0.0028,0.5747,Over,NBA,2.5,Assists,1.74,Evan Mobley,0.5730801735860233
DraftKings,-0.0029,0.2083,Over,NHL,0.5,Total Player Goals,4.8,Kirby Dach,0.20772179115639897
BetRivers,-0.0029,0.4115,Over,NBA,2.5,Assists,2.43,Tobias Harris,0.4103088099033841
SugarHouse,-0.0029,0.4115,Over,NBA,2.5,Assists,2.43,Tobias Harris,0.4103088099033841
Unibet,-0.0029,0.4115,Over,NBA,2.5,Assists,2.43,Tobias Harris,0.4103088099033841
BetRivers,-0.0031,0.6452,Under,NBA,1.5,Steals,1.55,Goga Bitadze,0.6431880495414578
Unibet,-0.0031,0.6452,Under,NBA,1.5,Steals,1.55,Goga Bitadze,0.6431880495414578
SugarHouse,-0.0031,0.6452,Under,NBA,1.5,Steals,1.55,Goga Bitadze,0.6431880495414578
BetMGM,-0.0031,0.6452,Under,NBA,1.5,Steals,1.55,Goga Bitadze,0.6431880495414578
Unibet,-0.0033,0.5988,Under,NBA,3.5,Rebounds,1.67,Jordan Poole,0.5968495842626873
ESPNBet,-0.0033,0.5236,Under,NBA,22.5,Points + Rebounds,1.91,Yves Missi,0.5218261442832924
BetRivers,-0.0033,0.5988,Under,NBA,3.5,Rebounds,1.67,Jordan Poole,0.5968495842626873
SugarHouse,-0.0033,0.5988,Under,NBA,3.5,Rebounds,1.67,Jordan Poole,0.5968495842626873
Fliff,-0.0034,0.2151,Over,NHL,0.5,Total Player Goals,4.65,Brandon Saad,0.21431265321516124
DraftKings,-0.0034,0.5917,Under,NBA,2.5,Assists,1.69,Tobias Harris,0.5896911900966157
Dabble,-0.0035,0.5464,Over,NFL,4.5,Total Receptions,1.83,Garrett Wilson,0.5445407649969789
SugarHouse,-0.0036,0.495,Under,NBA,14.5,Rebounds + Assists,2.02,Trae Young,0.49327645367708434
DraftKings,-0.0036,0.2703,Over,NHL,0.5,Total Player Goals,3.7,Tim Stützle,0.26929965123951366
Unibet,-0.0036,0.495,Under,NBA,14.5,Rebounds + Assists,2.02,Trae Young,0.49327645367708434
BetRivers,-0.0036,0.495,Under,NBA,14.5,Rebounds + Assists,2.02,Trae Young,0.49327645367708434
BetRivers,-0.0038,0.5181,Over,NFL,8.5,Total Kicking Points,1.93,Justin Tucker,0.5161649944258639
SugarHouse,-0.0038,0.5181,Over,NFL,8.5,Total Kicking Points,1.93,Justin Tucker,0.5161649944258639
Unibet,-0.0038,0.5181,Over,NFL,8.5,Total Kicking Points,1.93,Justin Tucker,0.5161649944258639
PrizePicks,-0.0038,0.5405,Under,NBA,6.5,Points,1.85,Dean Wade,0.5384772846469451
ESPNBet,-0.004,0.5848,Over,NBA,4.5,Rebounds,1.71,Kyle Kuzma,0.5824683902623136
ESPNBet,-0.004,0.5236,Under,NBA,20.5,Points + Assists,1.91,Spencer Dinwiddie,0.5214889074538197
BetMGM,-0.004,0.5236,Under,NBA,20.5,Points + Assists,1.91,Spencer Dinwiddie,0.5214889074538197
Bovada,-0.004,0.5236,Over,NBA,11.5,Points,1.91,Jaylen Wells,0.5214889074538197
HardRock,-0.004,0.5236,Under,NCAAF,37.5,Total Receiving Yards,1.91,Blair Conwright,0.5214889074538197
BetMGM,-0.004,0.303,Over,NHL,0.5,Total Player Goals,3.3,Steven Stamkos,0.30180559453643935
BetMGM,-0.0042,0.5814,Under,NBA,10.5,Rebounds + Assists,1.72,Jaren Jackson Jr.,0.5789717461787866
BetMGM,-0.0043,0.5556,Over,NBA,34.5,Points + Assists,1.8,Trae Young,0.5531598513011151
HardRock,-0.0043,0.565,Over,NBA,2.5,Assists,1.77,Karl-Anthony Towns,0.5625360000599076
HardRock,-0.0043,0.5556,Over,NBA,34.5,Points + Assists,1.8,Trae Young,0.5531598513011151
HardRock,-0.0045,0.3846,Over,NFL,0.5,Total Sacks,2.6,Andrew Van Ginkel,0.38289091079636056
ESPNBet,-0.0045,0.3846,Over,NFL,0.5,Total Sacks,2.6,Andrew Van Ginkel,0.38289091079636056
Bovada,-0.0046,0.5917,Under,NBA,2.5,3-Pointers,1.69,Jalen Green,0.5890142699796943
PrizePicks,-0.0046,0.5405,Under,NBA,10.5,Rebounds + Assists,1.85,Malik Monk,0.5380541137686748
ESPNBet,-0.0047,0.6667,Under,NHL,0.5,Total Player Goals,1.5,Brady Tkachuk,0.6635258645057948
Bovada,-0.0048,0.4878,Under,NBA,25.5,Points + Assists,2.05,Jalen Williams,0.48545060740182683
DraftKings,-0.0048,0.5464,Under,NBA,9.5,Assists,1.83,LeBron James,0.5438107464894409
HardRock,-0.0053,0.5464,Under,NFL,44.5,Total Rushing Yards,1.83,Lamar Jackson,0.5435395899943577
ESPNBet,-0.0053,0.5,Over,NFL,29.5,Total Rushing Yards,2.0,Kyler Murray,0.4973495768622711
Pinnacle,-0.0053,0.5464,Over,NHL,2.5,Total Shots on Goal,1.83,Sidney Crosby,0.54356875031748
DraftKings,-0.0053,0.5464,Under,NFL,44.5,Total Rushing Yards,1.83,Lamar Jackson,0.5435395899943577
Bovada,-0.0054,0.5556,Over,NFL,5.5,Total Receptions,1.8,Jaxon Smith-Njigba,0.5525460359644033
BetMGM,-0.0056,0.4545,Over,NCAAB,5.5,Rebounds,2.2,Kam Jones,0.45198248357895804
Bovada,-0.0057,0.4878,Over,NBA,19.5,Points + Rebounds,2.05,Tobias Harris,0.48504670694490415
DraftKings,-0.0058,0.565,Under,NBA,3.5,Rebounds,1.77,Jalen Brunson,0.5616935246939423
Fliff,-0.0059,0.5464,Under,NBA,15.5,Rebounds,1.83,Domantas Sabonis,0.543249218130896
Dabble,-0.0059,0.5464,Under,NBA,15.5,Rebounds,1.83,Domantas Sabonis,0.543249218130896
BetRivers,-0.006,0.5376,Over,NFL,34.5,Total Rushing Yards,1.86,Jaleel McLaughlin,0.5344243792325056
Unibet,-0.006,0.5376,Over,NFL,34.5,Total Rushing Yards,1.86,Jaleel McLaughlin,0.5344243792325056
SugarHouse,-0.006,0.5376,Over,NFL,34.5,Total Rushing Yards,1.86,Jaleel McLaughlin,0.5344243792325056
Pinnacle,-0.006,0.4149,Over,NHL,2.5,Total Shots on Goal,2.41,Erik Karlsson,0.4124393594700405
STNSports,-0.0061,0.3448,Under,NFL,0.5,Total Passing Touchdowns,2.9,Drew Lock,0.34272462471608783
Pinnacle,-0.0063,0.7042,Under,NHL,0.5,Total Player Goals,1.42,Jonathan Marchessault,0.6997673336435551
STNSports,-0.0063,0.6061,Over,NFL,2.5,Total Receptions,1.65,Marvin Mims,0.6022586021013634
Fliff,-0.0063,0.7042,Under,NHL,0.5,Total Player Goals,1.42,Jonathan Marchessault,0.6997673336435551
BetRivers,-0.0064,0.5076,Under,NBA,10.5,Rebounds,1.97,Jakob Poeltl,0.5043556122554669
Unibet,-0.0064,0.4762,Under,NHL,1.5,Total Shots on Goal,2.1,Evgeni Malkin,0.473130446029818
BetMGM,-0.0064,0.5263,Over,NBA,21.5,Points,1.9,Jaylen Brown,0.5229468304042992
Unibet,-0.0064,0.5076,Under,NBA,10.5,Rebounds,1.97,Jakob Poeltl,0.5043556122554669
SugarHouse,-0.0064,0.5076,Under,NBA,10.5,Rebounds,1.97,Jakob Poeltl,0.5043556122554669
BetRivers,-0.0064,0.4762,Under,NHL,1.5,Total Shots on Goal,2.1,Evgeni Malkin,0.473130446029818
BetRivers,-0.0065,0.5319,Over,NHL,2.5,Total Shots on Goal,1.88,Sam Reinhart,0.5284642012487609
Unibet,-0.0065,0.5319,Over,NHL,2.5,Total Shots on Goal,1.88,Sam Reinhart,0.5284642012487609
DraftKings,-0.0065,0.5236,Under,NBA,8.5,Rebounds + Assists,1.91,Jalen Suggs,0.5201452577025636
Unibet,-0.0067,0.5882,Over,NHL,1.5,Total Shots on Goal,1.7,Tyler Bertuzzi,0.5843093766004922
BetRivers,-0.0067,0.5882,Over,NHL,1.5,Total Shots on Goal,1.7,Tyler Bertuzzi,0.5843093766004922
SugarHouse,-0.0069,0.5181,Under,NFL,8.5,Longest Rush,1.93,Russell Wilson,0.514549392598173
BetRivers,-0.0069,0.5181,Under,NFL,8.5,Longest Rush,1.93,Russell Wilson,0.514549392598173
DraftKings,-0.007,0.4545,Over,NBA,3.5,Assists,2.2,Mikal Bridges,0.45136345432298663
Bovada,-0.007,0.4545,Over,NBA,3.5,Assists,2.2,Mikal Bridges,0.45136345432298663
BetRivers,-0.0071,0.4902,Under,NFL,0.5,Total Interceptions Thrown,2.04,Joe Burrow,0.4867073743541569
SugarHouse,-0.0071,0.4902,Under,NFL,0.5,Total Interceptions Thrown,2.04,Joe Burrow,0.4867073743541569
PrizePicks,-0.0071,0.5405,Under,NBA,16.5,Rebounds + Assists,1.85,Cade Cunningham,0.5366805813234384
Unibet,-0.0071,0.4902,Under,NFL,0.5,Total Interceptions Thrown,2.04,Joe Burrow,0.4867073743541569
Bovada,-0.0072,0.4878,Under,NBA,10.5,Rebounds,2.05,Jarrett Allen,0.48430709119592724
SugarHouse,-0.0072,0.4115,Under,NBA,1.5,3-Pointers,2.43,Karl-Anthony Towns,0.40853946652099793
Unibet,-0.0072,0.4115,Under,NBA,1.5,3-Pointers,2.43,Karl-Anthony Towns,0.40853946652099793
BetRivers,-0.0072,0.4115,Under,NBA,1.5,3-Pointers,2.43,Karl-Anthony Towns,0.40853946652099793
DraftKings,-0.0073,0.5848,Under,NBA,5.5,Rebounds,1.71,Austin Reaves,0.5804983298614722
PrizePicks,-0.0075,0.5405,Over,NBA,4.5,Rebounds,1.85,OG Anunoby,0.5364774911319674
Pick6,-0.0076,0.5747,Over,NFL,2.5,Total Receptions,1.74,Mike Gesicki,0.5703397007622094
DraftKings,-0.0077,0.5236,Under,NBA,24.5,Points + Rebounds,1.91,Jarrett Allen,0.5195346623891572
HardRock,-0.0077,0.6173,Under,NBA,5.5,Rebounds,1.62,Jalen Green,0.6125057076599426
DraftKings,-0.0077,0.6173,Under,NBA,5.5,Rebounds,1.62,Jalen Green,0.6125057076599426
DraftKings,-0.0078,0.4878,Under,NBA,2.5,3-Pointers,2.05,Darius Garland,0.4840177069456816
SugarHouse,-0.0079,0.5128,Under,NBA,4.5,Rebounds,1.95,Herbert Jones,0.508786688520195
PointsBet,-0.0079,0.5556,Under,NBA,1.5,Blocks,1.8,Jaren Jackson Jr.,0.5511781338360038
DraftKings,-0.0079,0.5556,Under,NBA,1.5,Blocks,1.8,Jaren Jackson Jr.,0.5511781338360038
Unibet,-0.0079,0.5128,Under,NBA,4.5,Rebounds,1.95,Herbert Jones,0.508786688520195
BetRivers,-0.0079,0.5128,Under,NBA,4.5,Rebounds,1.95,Herbert Jones,0.508786688520195
DraftKings,-0.008,0.5,Under,NBA,14.5,Points,2.0,Spencer Dinwiddie,0.4959947224578267
Fliff,-0.008,0.3448,Over,NFL,0.5,Total Sacks,2.9,Cameron Heyward,0.3420829805249788
Fanatics,-0.008,0.5,Under,NBA,14.5,Points,2.0,Spencer Dinwiddie,0.4959947224578267
Bovada,-0.0081,0.4878,Under,NBA,36.5,Points + Rebounds,2.05,Karl-Anthony Towns,0.48383500557413606
PrizePicks,-0.0081,0.5405,Under,NBA,36.5,Points + Rebounds + Assists,1.85,Jalen Brunson,0.536178107606679
DraftKings,-0.0081,0.4673,Under,NBA,4.5,Rebounds,2.14,OG Anunoby,0.4635225088680326
PrizePicks,-0.0081,0.5405,Under,NBA,33.5,Points + Rebounds,1.85,Jaren Jackson Jr.,0.536178107606679
PrizePicks,-0.0081,0.5405,Over,NBA,5.5,Rebounds,1.85,Tobias Harris,0.5361451104810226
PrizePicks,-0.0081,0.5405,Under,NBA,27.5,Points + Rebounds,1.85,Brandon Miller,0.536178107606679
DraftKings,-0.0082,0.5348,Under,NBA,27.5,Points,1.87,Cade Cunningham,0.5303804290059169
Unibet,-0.0082,0.4167,Under,NHL,1.5,Total Shots on Goal,2.4,Mike Matheson,0.4132523843260321
BetRivers,-0.0082,0.4167,Under,NHL,1.5,Total Shots on Goal,2.4,Mike Matheson,0.4132523843260321
BetMGM,-0.0083,0.4255,Under,NBA,1.5,Steals,2.35,Kentavious Caldwell-Pope,0.4219912263971009
