bookmaker,ev,impl_prb,label,league,line,market,odds,subject,true_prb
HardRock,-0.0776,0.5348,Under,NFL,22.5,Longest Reception,1.87,Jaxon Smith-Njigba,0.49327645367708434
Bovada,-0.0776,0.5348,Under,NFL,14.5,Longest Reception,1.87,Jahmyr Gibbs,0.49327645367708434
DraftKings,-0.0776,0.5348,Under,NFL,30.5,Longest Passing Completion,1.87,Jimmy Garoppolo,0.49327645367708434
BetMGM,-0.0776,0.5348,Over,NFL,24.5,Longest Reception,1.87,Jordan Addison,0.49327645367708434
SugarHouse,-0.0776,0.5435,Under,NBA,33.5,Points + Assists,1.84,Jayson Tatum,0.501323071575901
BetRivers,-0.0776,0.5435,Under,NBA,33.5,Points + Assists,1.84,Jayson Tatum,0.501323071575901
Unibet,-0.0776,0.5435,Under,NBA,33.5,Points + Assists,1.84,Jayson Tatum,0.501323071575901
HardRock,-0.0776,0.5348,Over,NFL,24.5,Longest Reception,1.87,Jordan Addison,0.49327645367708434
Bovada,-0.0776,0.5348,Under,NFL,77.5,Total Receiving Yards,1.87,Brock Bowers,0.49327645367708434
Pinnacle,-0.0776,0.5348,Under,NFL,77.5,Total Receiving Yards,1.87,Brock Bowers,0.49327645367708434
STNSports,-0.0776,0.5348,Under,NFL,77.5,Total Receiving Yards,1.87,Brock Bowers,0.49327645367708434
DraftKings,-0.0776,0.5348,Over,NFL,24.5,Longest Reception,1.87,Jordan Addison,0.49327645367708434
Bovada,-0.0776,0.5348,Over,NFL,35.5,Longest Passing Completion,1.87,Geno Smith,0.49327645367708434
HardRock,-0.0776,0.5348,Over,NBA,21.5,Points + Rebounds,1.87,Immanuel Quickley,0.49327645367708434
ESPNBet,-0.0776,0.565,Over,NBA,4.5,Rebounds,1.77,Tristan Da Silva,0.521121987560778
ESPNBet,-0.0776,0.5348,Over,NFL,69.5,Total Receiving Yards,1.87,Trey McBride,0.49327645367708434
HardRock,-0.0776,0.5348,Over,NFL,22.5,Longest Reception,1.87,Zay Flowers,0.49327645367708434
HardRock,-0.0776,0.5348,Under,NFL,30.5,Longest Passing Completion,1.87,Jimmy Garoppolo,0.49327645367708434
Bovada,-0.0777,0.5464,Under,NBA,33.5,Points + Assists,1.83,LeBron James,0.5040052775421732
Pinnacle,-0.0777,0.5181,Over,NHL,0.5,Total Points,1.93,Dylan Holloway,0.4778773255295884
SugarHouse,-0.0777,0.5051,Under,NBA,6.5,Rebounds,1.98,Dejounte Murray,0.46582190132247014
BetMGM,-0.0777,0.5348,Under,NFL,53.5,Total Receiving Yards,1.87,Jerry Jeudy,0.49319344315115393
STNSports,-0.0777,0.5348,Under,NFL,53.5,Total Receiving Yards,1.87,Jerry Jeudy,0.49319344315115393
Bovada,-0.0777,0.5348,Under,NBA,28.5,Points + Rebounds + Assists,1.87,Malik Monk,0.49319344315115393
Bovada,-0.0777,0.5464,Under,NBA,27.5,Points + Assists,1.83,Dejounte Murray,0.5040052775421732
HardRock,-0.0777,0.5348,Under,NFL,53.5,Total Receiving Yards,1.87,Jerry Jeudy,0.49319344315115393
DraftKings,-0.0777,0.5464,Over,NBA,41.5,Points + Rebounds + Assists,1.83,Domantas Sabonis,0.5040052775421732
Unibet,-0.0777,0.6061,Under,NHL,0.5,Total Points,1.65,Josh Norris,0.5589492798784738
Fliff,-0.0777,0.5348,Under,NBA,14.5,Points + Rebounds + Assists,1.87,Keon Ellis,0.49319344315115393
STNSports,-0.0777,0.5348,Under,NFL,18.5,Total Receiving Yards,1.87,Aaron Jones,0.49319344315115393
Dabble,-0.0777,0.5464,Under,NBA,28.5,Points + Assists,1.83,Desmond Bane,0.5040052775421732
HardRock,-0.0777,0.4255,Under,NHL,1.5,Total Shots on Goal,2.35,Michael Bunting,0.39248795949246756
ESPNBet,-0.0777,0.4255,Under,NHL,1.5,Total Shots on Goal,2.35,Michael Bunting,0.39248795949246756
BetMGM,-0.0777,0.4255,Under,NHL,1.5,Total Shots on Goal,2.35,Michael Bunting,0.39248795949246756
Pinnacle,-0.0777,0.4484,Under,NHL,0.5,Total Points,2.23,Ryan Nugent-Hopkins,0.4136015003791282
Bovada,-0.0777,0.5348,Under,NFL,18.5,Total Receiving Yards,1.87,Aaron Jones,0.49319344315115393
HardRock,-0.0777,0.5556,Over,NCAAB,4.5,Rebounds,1.8,Marcus Foster,0.5123776873620045
DraftKings,-0.0777,0.5464,Under,NBA,19.5,Points + Rebounds,1.83,Dillon Brooks,0.5040052775421732
DraftKings,-0.0777,0.5464,Under,NBA,28.5,Points + Assists,1.83,Desmond Bane,0.5040052775421732
Fanatics,-0.0777,0.5464,Over,NBA,26.5,Points,1.83,Cade Cunningham,0.5040052775421732
Unibet,-0.0777,0.5051,Under,NBA,6.5,Rebounds,1.98,Dejounte Murray,0.46582190132247014
Pinnacle,-0.0777,0.641,Under,NFL,0.5,Total Interceptions Thrown,1.56,Geno Smith,0.5912381310519883
Bovada,-0.0777,0.5348,Under,NBA,14.5,Points + Rebounds + Assists,1.87,Keon Ellis,0.49319344315115393
BetRivers,-0.0777,0.5051,Under,NBA,6.5,Rebounds,1.98,Dejounte Murray,0.46582190132247014
Underdog,-0.0778,0.5495,Over,NBA,1.5,Assists,1.82,Kristaps Porzingis,0.5067235463229157
BetMGM,-0.0778,0.5814,Over,NBA,11.5,Rebounds + Assists,1.72,Evan Mobley,0.536178107606679
Underdog,-0.0778,0.5495,Over,NBA,0.5,Assists,1.82,Jonathan Isaac,0.5067235463229157
Fliff,-0.0778,0.5348,Under,NBA,18.5,Points,1.87,RJ Barrett,0.4931387297987625
ESPNBet,-0.0778,0.5556,Over,NBA,7.5,Assists,1.8,LaMelo Ball,0.5123541857425679
Underdog,-0.0778,0.5495,Over,NFL,52.5,Total Receiving Yards,1.82,Garrett Wilson,0.5067235463229157
BetMGM,-0.0778,0.5814,Over,NBA,0.5,3-Pointers,1.72,DeMar DeRozan,0.536178107606679
HardRock,-0.0778,0.5556,Over,NFL,30.5,Total Passing Attempts,1.8,Bo Nix,0.5123541857425679
Bovada,-0.0778,0.5556,Over,NFL,30.5,Total Passing Attempts,1.8,Bo Nix,0.5123541857425679
Pinnacle,-0.0778,0.5556,Over,NFL,30.5,Total Passing Attempts,1.8,Bo Nix,0.5123541857425679
SugarHouse,-0.0778,0.5495,Over,NFL,22.5,Longest Reception,1.82,Jaxon Smith-Njigba,0.5067235463229157
Unibet,-0.0778,0.5495,Over,NFL,22.5,Longest Reception,1.82,Jaxon Smith-Njigba,0.5067235463229157
BetMGM,-0.0778,0.5556,Over,NFL,30.5,Total Passing Attempts,1.8,Bo Nix,0.5123541857425679
ESPNBet,-0.0778,0.5556,Over,NFL,30.5,Total Passing Attempts,1.8,Bo Nix,0.5123541857425679
BetMGM,-0.0778,0.5556,Over,NBA,7.5,Assists,1.8,LaMelo Ball,0.5123541857425679
Underdog,-0.0778,0.5495,Under,NFL,93.5,Total Rushing Yards,1.82,Derrick Henry,0.5067235463229157
Underdog,-0.0778,0.5495,Under,NFL,69.5,Total Receiving Yards,1.82,Trey McBride,0.5067235463229157
Fanatics,-0.0778,0.5348,Under,NBA,18.5,Points,1.87,RJ Barrett,0.4931387297987625
Betr,-0.0778,0.5495,Under,NFL,46.5,Total Rushing Yards,1.82,Najee Harris,0.5067235463229157
BetMGM,-0.0778,0.5814,Over,NBA,5.5,Rebounds + Assists,1.72,Caris LeVert,0.536178107606679
ESPNBet,-0.0778,0.5556,Over,NBA,4.5,Rebounds,1.8,Brandon Miller,0.5123541857425679
DraftKings,-0.0778,0.5556,Over,NBA,4.5,Rebounds,1.8,Brandon Miller,0.5123541857425679
Underdog,-0.0778,0.5495,Over,NFL,8.5,Total Kicking Points,1.82,Chase McLaughlin,0.5067235463229157
Fliff,-0.0778,0.5556,Under,NBA,18.5,Points + Rebounds + Assists,1.8,Jaylen Wells,0.5123541857425679
BetMGM,-0.0778,0.5882,Under,NBA,10.5,Rebounds,1.7,Jalen Duren,0.5424879496532607
Bovada,-0.0778,0.5348,Over,NBA,8.5,Rebounds + Assists,1.87,Jordan Poole,0.4931292041578361
BetMGM,-0.0778,0.5814,Over,NBA,5.5,Rebounds,1.72,Tobias Harris,0.5361451104810226
Underdog,-0.0778,0.5495,Under,NFL,6.5,Total Kicking Points,1.82,Cade York,0.5067235463229157
Underdog,-0.0778,0.5495,Under,NBA,1.5,Assists,1.82,OG Anunoby,0.5067235463229157
DraftKings,-0.0778,0.5236,Over,NBA,26.5,Points,1.91,Anthony Davis,0.4828387334679082
Fliff,-0.0778,0.5348,Under,NBA,41.5,Points + Rebounds + Assists,1.87,LaMelo Ball,0.4931387297987625
BetMGM,-0.0778,0.5618,Under,NBA,13.5,Points,1.78,Tobias Harris,0.518096801096952
BetRivers,-0.0778,0.5236,Over,NBA,26.5,Points,1.91,Anthony Davis,0.4828387334679082
BetMGM,-0.0778,0.5814,Under,NBA,7.5,Rebounds + Assists,1.72,Tristan Da Silva,0.536178107606679
Underdog,-0.0778,0.5495,Over,NBA,1.5,Assists,1.82,Keon Ellis,0.5067235463229157
BetMGM,-0.0778,0.5814,Under,NBA,6.5,Rebounds + Assists,1.72,Jaylen Wells,0.536178107606679
BetRivers,-0.0778,0.5495,Over,NFL,14.5,Longest Reception,1.82,Jahmyr Gibbs,0.5067235463229157
BetMGM,-0.0778,0.625,Under,NCAAB,3.5,3-Pointers,1.6,Steven Ashworth,0.5763499078068638
SugarHouse,-0.0778,0.5236,Over,NBA,26.5,Points,1.91,Anthony Davis,0.4828387334679082
Unibet,-0.0778,0.5236,Over,NBA,26.5,Points,1.91,Anthony Davis,0.4828387334679082
DraftKings,-0.0778,0.5348,Under,NBA,18.5,Points,1.87,RJ Barrett,0.4931387297987625
Pinnacle,-0.0778,0.9009,Under,NHL,0.5,Total Player Goals,1.11,Alex Killorn,0.830839174086001
Underdog,-0.0779,0.5495,Under,NBA,22.5,Points,1.82,C.J. McCollum,0.5066385276891359
Sleeper,-0.0779,0.578,Under,NBA,1.5,Blocks,1.73,Alexandre Sarr,0.5330188679245282
DraftKings,-0.0779,0.5464,Over,NHL,1.5,Total Shots on Goal,1.83,Alex Killorn,0.5038751954641773
DraftKings,-0.0779,0.4878,Over,NCAAB,8.5,Points,2.05,Ben Gold,0.4498198896492048
Fliff,-0.0779,0.4878,Over,NCAAB,8.5,Points,2.05,Ben Gold,0.4498198896492048
PointsBet,-0.0779,0.5348,Over,NBA,3.5,3-Pointers,1.87,Donovan Mitchell,0.4930942470360007
HardRock,-0.0779,0.5348,Over,NBA,3.5,3-Pointers,1.87,Donovan Mitchell,0.4930942470360007
ESPNBet,-0.0779,0.5128,Over,NBA,13.5,Points + Rebounds + Assists,1.95,Dean Wade,0.4728825517325413
BetMGM,-0.0779,0.5128,Over,NBA,13.5,Points + Rebounds + Assists,1.95,Dean Wade,0.4728825517325413
Dabble,-0.0779,0.5464,Over,NHL,1.5,Total Shots on Goal,1.83,Alex Killorn,0.5038751954641773
ESPNBet,-0.0779,0.5464,Under,NFL,34.5,Total Receiving Yards,1.83,Pat Freiermuth,0.5038587443305715
Fanatics,-0.0779,0.5464,Over,NHL,1.5,Total Shots on Goal,1.83,Alex Killorn,0.5038751954641773
HardRock,-0.0779,0.5128,Over,NBA,13.5,Points + Rebounds + Assists,1.95,Dean Wade,0.4728825517325413
HardRock,-0.0779,0.5464,Over,NHL,1.5,Total Shots on Goal,1.83,Alex Killorn,0.5038751954641773
BetMGM,-0.0779,0.5464,Over,NHL,1.5,Total Shots on Goal,1.83,Alex Killorn,0.5038751954641773
HardRock,-0.078,0.4651,Over,NHL,0.5,Total Points,2.15,Evan Rodrigues,0.4288166663159162
Fliff,-0.078,0.5556,Under,NBA,21.5,Points + Rebounds,1.8,Zach Edey,0.5122263513167893
Bovada,-0.078,0.5917,Under,NBA,1.5,3-Pointers,1.69,Tobias Harris,0.5455880974291442
PrizePicks,-0.078,0.5405,Over,NBA,6.5,Assists,1.85,Fred VanVleet,0.4983835005574136
Sleeper,-0.078,0.5556,Under,NBA,21.5,Points + Rebounds,1.8,Zach Edey,0.5122263513167893
Fanatics,-0.078,0.4651,Over,NHL,0.5,Total Points,2.15,Evan Rodrigues,0.4288166663159162
ESPNBet,-0.078,0.4651,Over,NHL,0.5,Total Points,2.15,Evan Rodrigues,0.4288166663159162
BetMGM,-0.078,0.4651,Over,NHL,0.5,Total Points,2.15,Evan Rodrigues,0.4288166663159162
Pinnacle,-0.078,0.5714,Over,NHL,1.5,Total Shots on Goal,1.75,Evgeni Malkin,0.5268695539701821
Fliff,-0.078,0.5556,Under,NBA,20.5,Points,1.8,Alperen Sengün,0.5122263513167893
PrizePicks,-0.0781,0.5405,Over,NFL,19.5,Longest Reception,1.85,Sam LaPorta,0.49831911341927104
BetRivers,-0.0781,0.5682,Over,NBA,18.5,Points + Rebounds + Assists,1.76,Herbert Jones,0.5238050344112378
Unibet,-0.0781,0.5618,Under,NBA,28.5,Points + Rebounds,1.78,Trey Murphy III,0.5179484865039842
SugarHouse,-0.0781,0.5618,Under,NBA,28.5,Points + Rebounds,1.78,Trey Murphy III,0.5179484865039842
Unibet,-0.0781,0.5291,Over,NBA,21.5,Points + Rebounds,1.89,Zach Edey,0.48777364868321077
BetRivers,-0.0781,0.5618,Under,NBA,28.5,Points + Rebounds,1.78,Trey Murphy III,0.5179484865039842
SugarHouse,-0.0781,0.5618,Under,NBA,14.5,Points + Assists,1.78,Herbert Jones,0.5179484865039842
SugarHouse,-0.0781,0.5291,Over,NBA,21.5,Points + Rebounds,1.89,Zach Edey,0.48777364868321077
PrizePicks,-0.0781,0.5405,Over,NFL,21.5,Total Receiving Yards,1.85,Jaylen Warren,0.49831911341927104
Unibet,-0.0781,0.5682,Over,NBA,18.5,Points + Rebounds + Assists,1.76,Herbert Jones,0.5238050344112378
SugarHouse,-0.0781,0.5682,Over,NBA,18.5,Points + Rebounds + Assists,1.76,Herbert Jones,0.5238050344112378
PrizePicks,-0.0781,0.5405,Over,NBA,11.5,Points + Rebounds,1.85,Jonathan Isaac,0.49831911341927104
BetRivers,-0.0781,0.5618,Under,NBA,14.5,Points + Assists,1.78,Herbert Jones,0.5179484865039842
Pinnacle,-0.0781,0.6623,Over,NHL,1.5,Total Shots on Goal,1.51,Brady Skjei,0.6105192207518768
BetMGM,-0.0781,0.5405,Over,NBA,28.5,Points + Assists,1.85,Jordan Poole,0.49831911341927104
PrizePicks,-0.0781,0.5405,Over,NBA,28.5,Points + Assists,1.85,Jordan Poole,0.49831911341927104
BetRivers,-0.0781,0.5291,Over,NBA,21.5,Points + Rebounds,1.89,Zach Edey,0.48777364868321077
Underdog,-0.0781,0.5495,Over,NBA,5.5,Assists,1.82,Scottie Barnes,0.5065414951783642
PrizePicks,-0.0781,0.5405,Over,NBA,12.5,Points + Assists,1.85,Carlton Carrington,0.49831911341927104
Dabble,-0.0781,0.5464,Over,NHL,2.5,Total Shots on Goal,1.83,Viktor Arvidsson,0.5037492145277078
DraftKings,-0.0781,0.5464,Over,NHL,2.5,Total Shots on Goal,1.83,Viktor Arvidsson,0.5037492145277078
Unibet,-0.0781,0.5618,Under,NBA,14.5,Points + Assists,1.78,Herbert Jones,0.5179484865039842
Pick6,-0.0782,0.5747,Over,NBA,7.5,Rebounds,1.74,Dereck Lively II,0.5297522864803501
Fliff,-0.0782,0.5917,Under,NFL,7.5,Total Kicking Points,1.69,Zane Gonzalez,0.5454376854599405
Fliff,-0.0782,0.5917,Under,NFL,6.5,Total Kicking Points,1.69,Cam Little,0.5454376854599405
Bovada,-0.0782,0.5917,Over,NBA,8.5,Rebounds + Assists,1.69,C.J. McCollum,0.5454376854599405
HardRock,-0.0782,0.5917,Under,NBA,5.5,Rebounds,1.69,Isaiah Stewart,0.5454376854599405
Bovada,-0.0782,0.5348,Under,NBA,23.5,Points + Assists,1.87,DeMar DeRozan,0.492954793236904
Fliff,-0.0782,0.7092,Under,NHL,0.5,Total Player Goals,1.41,Matthew Tkachuk,0.6537346919697111
Pinnacle,-0.0782,0.4854,Under,NFL,5.5,Total Receptions,2.06,Jaxon Smith-Njigba,0.44745396403559684
Fliff,-0.0782,0.5348,Over,NBA,15.5,Points + Assists,1.87,Goga Bitadze,0.492954793236904
ESPNBet,-0.0783,0.4444,Under,NCAAB,3.5,Rebounds,2.25,Ben Gold,0.40963575204998115
Sleeper,-0.0783,0.6024,Under,NHL,2.5,Total Shots on Goal,1.66,Gustav Forsling,0.5552116475062313
PrizePicks,-0.0783,0.5405,Over,NBA,23.5,Points,1.85,Donovan Mitchell,0.4982141178682207
BetRivers,-0.0783,0.5952,Under,NBA,3.5,Assists,1.68,Mikal Bridges,0.5486365456770133
HardRock,-0.0783,0.4762,Over,NBA,4.5,Assists,2.1,Derrick White,0.43892663254182795
SugarHouse,-0.0783,0.5952,Under,NBA,3.5,Assists,1.68,Mikal Bridges,0.5486365456770133
Unibet,-0.0783,0.5952,Under,NBA,3.5,Assists,1.68,Mikal Bridges,0.5486365456770133
HardRock,-0.0783,0.4444,Under,NHL,1.5,Total Shots on Goal,2.25,Jake Sanderson,0.40963575204998115
BetMGM,-0.0783,0.4444,Under,NCAAB,3.5,Rebounds,2.25,Ben Gold,0.40963575204998115
BetMGM,-0.0783,0.6757,Under,NBA,1.5,3-Pointers,1.48,Caris LeVert,0.6227728285077951
Sleeper,-0.0783,0.6494,Over,NFL,1.5,Total Receptions,1.54,Tim Patrick,0.5985288521016221
ESPNBet,-0.0783,0.4444,Under,NHL,1.5,Total Shots on Goal,2.25,Jake Sanderson,0.40963575204998115
BetMGM,-0.0783,0.4444,Under,NHL,1.5,Total Shots on Goal,2.25,Jake Sanderson,0.40963575204998115
DraftKings,-0.0783,0.3571,Over,NHL,0.5,Total Points,2.8,Alex Killorn,0.3291930660062188
BetMGM,-0.0783,0.6061,Over,NHL,2.5,Total Shots on Goal,1.65,Carter Verhaeghe,0.55861464973347
DraftKings,-0.0783,0.3774,Under,NHL,0.5,Total Points,2.65,Matthew Tkachuk,0.34781576818146037
Unibet,-0.0784,0.5263,Under,NBA,28.5,Points + Assists,1.9,Donovan Mitchell,0.48504670694490415
SugarHouse,-0.0784,0.5263,Under,NBA,28.5,Points + Assists,1.9,Donovan Mitchell,0.48504670694490415
HardRock,-0.0784,0.5464,Over,NBA,30.5,Points + Rebounds + Assists,1.83,Brandon Miller,0.5035914786656978
ESPNBet,-0.0784,0.5464,Over,NBA,38.5,Points + Rebounds + Assists,1.83,De'Aaron Fox,0.5035914786656978
DraftKings,-0.0784,0.5464,Over,NBA,38.5,Points + Rebounds + Assists,1.83,De'Aaron Fox,0.5035914786656978
BetMGM,-0.0784,0.5464,Over,NBA,38.5,Points + Rebounds + Assists,1.83,De'Aaron Fox,0.5035914786656978
BetRivers,-0.0784,0.5263,Under,NBA,28.5,Points + Assists,1.9,Donovan Mitchell,0.48504670694490415
DraftKings,-0.0784,0.5464,Over,NBA,30.5,Points + Rebounds + Assists,1.83,Brandon Miller,0.5035914786656978
BetMGM,-0.0784,0.5464,Over,NBA,30.5,Points + Rebounds + Assists,1.83,Brandon Miller,0.5035914786656978
Bovada,-0.0784,0.5464,Over,NBA,28.5,Points + Rebounds + Assists,1.83,Josh Hart,0.5035914786656978
BetMGM,-0.0784,0.5464,Over,NBA,28.5,Points + Rebounds + Assists,1.83,Josh Hart,0.5035914786656978
HardRock,-0.0784,0.5464,Over,NBA,28.5,Points + Rebounds + Assists,1.83,Josh Hart,0.5035914786656978
HardRock,-0.0784,0.6061,Under,NBA,1.5,3-Pointers,1.65,RJ Barrett,0.5585645880633214
HardRock,-0.0784,0.5464,Over,NBA,38.5,Points + Rebounds + Assists,1.83,De'Aaron Fox,0.5035914786656978
Bovada,-0.0784,0.5464,Over,NBA,38.5,Points + Rebounds + Assists,1.83,De'Aaron Fox,0.5035914786656978
HardRock,-0.0784,0.4651,Under,NBA,3.5,Rebounds,2.15,DeMar DeRozan,0.4286563830663445
PrizePicks,-0.0784,0.5405,Over,NBA,3.5,Rebounds,1.85,Scotty Pippen Jr.,0.49814810960266814
ESPNBet,-0.0784,0.5464,Over,NBA,30.5,Points + Rebounds + Assists,1.83,Brandon Miller,0.5035914786656978
HardRock,-0.0785,0.5556,Under,NBA,5.5,Assists,1.8,Shai Gilgeous-Alexander,0.5119598163607068
Dabble,-0.0785,0.5464,Over,NBA,18.5,Points,1.83,Austin Reaves,0.5035404329980889
HardRock,-0.0785,0.4762,Under,NCAAB,1.5,Assists,2.1,Marcus Foster,0.43880649542776995
DraftKings,-0.0785,0.5464,Over,NBA,18.5,Points,1.83,Austin Reaves,0.5035404329980889
DraftKings,-0.0785,0.5556,Under,NBA,5.5,Assists,1.8,Shai Gilgeous-Alexander,0.5119598163607068
Rebet,-0.0785,0.7194,Under,NHL,0.5,Total Points,1.39,Jackson Lacombe,0.6629670620809673
ESPNBet,-0.0785,0.5464,Over,NBA,18.5,Points,1.83,Austin Reaves,0.5035404329980889
Bovada,-0.0785,0.5464,Over,NBA,18.5,Points,1.83,Austin Reaves,0.5035404329980889
DraftKings,-0.0785,0.5128,Under,NFL,34.5,Total Passing Attempts,1.95,Sam Darnold,0.4725639116077205
Bovada,-0.0786,0.5747,Under,NFL,6.5,Total Kicking Points,1.74,Jason Sanders,0.5295644114921223
HardRock,-0.0786,0.5747,Under,NBA,14.5,Points + Rebounds,1.74,Kentavious Caldwell-Pope,0.5295644114921223
Pick6,-0.0786,0.5747,Over,NFL,7.5,Total Kicking Points,1.74,Jake Bates,0.5295644114921223
ESPNBet,-0.0786,0.5747,Over,NBA,6.5,Rebounds + Assists,1.74,Dean Wade,0.5295644114921223
Fliff,-0.0786,0.5747,Over,NBA,13.5,Points + Assists,1.74,Kentavious Caldwell-Pope,0.5295644114921223
ESPNBet,-0.0786,0.4651,Over,NBA,5.5,Assists,2.15,Spencer Dinwiddie,0.42855689381401896
Pick6,-0.0786,0.5747,Over,NBA,13.5,Points + Assists,1.74,Kentavious Caldwell-Pope,0.5295644114921223
Fliff,-0.0786,0.5747,Under,NBA,23.5,Points + Assists,1.74,RJ Barrett,0.5295644114921223
Pinnacle,-0.0786,0.5747,Under,NFL,6.5,Total Kicking Points,1.74,Jason Sanders,0.5295644114921223
HardRock,-0.0786,0.5747,Under,NBA,14.5,Points + Rebounds,1.74,Luguentz Dort,0.5295644114921223
Pick6,-0.0786,0.5747,Under,NFL,6.5,Total Kicking Points,1.74,Jason Sanders,0.5295644114921223
ESPNBet,-0.0786,0.5747,Over,NFL,7.5,Total Kicking Points,1.74,Jake Bates,0.5295644114921223
HardRock,-0.0786,0.5747,Under,NBA,13.5,Points + Rebounds,1.74,Keon Ellis,0.5295644114921223
ESPNBet,-0.0786,0.5747,Under,NFL,5.5,Total Kicking Points,1.74,Cairo Santos,0.5295644114921223
PointsBet,-0.0786,0.565,Under,NBA,1.5,3-Pointers,1.77,Dean Wade,0.5205767049103129
DraftKings,-0.0786,0.5747,Over,NFL,7.5,Total Kicking Points,1.74,Jake Bates,0.5295644114921223
HardRock,-0.0786,0.5747,Under,NBA,5.5,Rebounds + Assists,1.74,Keon Ellis,0.5295644114921223
Pick6,-0.0786,0.5747,Under,NCAAF,46.5,Total Receiving Yards,1.74,Damon Ward,0.5295644114921223
ESPNBet,-0.0786,0.4831,Under,NHL,2.5,Total Shots on Goal,2.07,Frank Vatrano,0.44512595819696404
Bovada,-0.0786,0.5747,Over,NFL,7.5,Total Kicking Points,1.74,Jake Bates,0.5295644114921223
BetMGM,-0.0786,0.4651,Over,NBA,5.5,Assists,2.15,Spencer Dinwiddie,0.42855689381401896
HardRock,-0.0786,0.4651,Over,NBA,2.5,Assists,2.15,Ausar Thompson,0.42855689381401896
Bovada,-0.0786,0.5747,Under,NFL,5.5,Total Kicking Points,1.74,Cairo Santos,0.5295644114921223
Bovada,-0.0786,0.5747,Under,NFL,1.5,Total Passing Touchdowns,1.74,Jayden Daniels,0.5295644114921223
Fliff,-0.0786,0.5747,Over,NBA,12.5,Rebounds + Assists,1.74,LaMelo Ball,0.5295644114921223
BetMGM,-0.0786,0.4651,Over,NBA,2.5,Assists,2.15,Ausar Thompson,0.42855689381401896
Pick6,-0.0786,0.5747,Over,NFL,7.5,Total Kicking Points,1.74,Wil Lutz,0.5295644114921223
Fliff,-0.0786,0.5747,Under,NBA,28.5,Points + Rebounds,1.74,Jalen Brunson,0.5295644114921223
Pick6,-0.0786,0.5747,Under,NBA,38.5,Points + Rebounds,1.74,Jayson Tatum,0.5295644114921223
ESPNBet,-0.0786,0.5747,Over,NFL,7.5,Total Kicking Points,1.74,Wil Lutz,0.5295644114921223
DraftKings,-0.0786,0.5747,Under,NBA,8.5,Rebounds + Assists,1.74,Brandon Miller,0.5295644114921223
HardRock,-0.0786,0.5747,Under,NBA,11.5,Points + Rebounds,1.74,Isaiah Stewart,0.5295644114921223
Pick6,-0.0786,0.5747,Under,NBA,34.5,Points + Assists,1.74,LeBron James,0.5295644114921223
HardRock,-0.0786,0.5747,Under,NBA,6.5,Rebounds + Assists,1.74,OG Anunoby,0.5295644114921223
Pinnacle,-0.0786,0.641,Under,NHL,2.5,Total Shots on Goal,1.56,Thomas Chabot,0.5906321780357893
Fliff,-0.0786,0.6623,Over,NHL,1.5,Total Shots on Goal,1.51,Ryan Donato,0.6102261111059007
Fliff,-0.0786,0.5747,Over,NBA,3.5,Rebounds + Assists,1.74,Jordan Hawkins,0.5295644114921223
HardRock,-0.0786,0.5988,Under,NBA,5.5,Assists,1.67,Jalen Johnson,0.5517520839658563
Pick6,-0.0786,0.5747,Over,NFL,5.5,Total Kicking Points,1.74,Graham Gano,0.5295644114921223
Pick6,-0.0786,0.5747,Under,NBA,32.5,Points + Rebounds,1.74,De'Aaron Fox,0.5295644114921223
BetMGM,-0.0786,0.625,Under,NBA,3.5,Rebounds,1.6,Max Christie,0.5758574019648638
ESPNBet,-0.0787,0.5348,Over,NBA,34.5,Points + Rebounds + Assists,1.87,Desmond Bane,0.49265558588985586
PointsBet,-0.0787,0.4651,Over,NBA,1.5,Steals,2.15,Jordan Poole,0.4285310201772582
Unibet,-0.0787,0.4651,Over,NBA,1.5,Steals,2.15,Jalen Suggs,0.4285310201772582
BetRivers,-0.0787,0.4651,Over,NBA,1.5,Steals,2.15,Jalen Suggs,0.4285310201772582
SugarHouse,-0.0787,0.4651,Over,NBA,1.5,Steals,2.15,Jalen Suggs,0.4285310201772582
BetMGM,-0.0787,0.5348,Over,NBA,34.5,Points + Rebounds + Assists,1.87,Desmond Bane,0.49265558588985586
Unibet,-0.0787,0.6135,Over,NHL,1.5,Total Shots on Goal,1.63,Claude Giroux,0.5651868357369572
ESPNBet,-0.0787,0.5348,Over,NBA,31.5,Points + Rebounds + Assists,1.87,Jaylen Brown,0.4926541206860194
DraftKings,-0.0787,0.5348,Over,NBA,34.5,Points + Rebounds + Assists,1.87,Desmond Bane,0.49265558588985586
HardRock,-0.0787,0.5348,Over,NBA,34.5,Points + Rebounds + Assists,1.87,Desmond Bane,0.49265558588985586
Bovada,-0.0787,0.5348,Over,NBA,34.5,Points + Rebounds + Assists,1.87,Desmond Bane,0.49265558588985586
BetRivers,-0.0787,0.6135,Over,NHL,1.5,Total Shots on Goal,1.63,Claude Giroux,0.5651868357369572
PrizePicks,-0.0787,0.5405,Over,NBA,41.5,Points + Rebounds + Assists,1.85,Shai Gilgeous-Alexander,0.4979777899014642
Unibet,-0.0787,0.5376,Under,NBA,23.5,Points + Assists,1.86,Immanuel Quickley,0.49531515526264114
BetRivers,-0.0787,0.5376,Under,NBA,23.5,Points + Assists,1.86,Immanuel Quickley,0.49531515526264114
HardRock,-0.0787,0.4545,Under,NHL,1.5,Total Shots on Goal,2.2,Ryan O'Reilly,0.41879078022688476
